"ADM2_CODE","ADM2_NAME","STR2_YEAR","EXP2_YEAR","ADM1_CODE","ADM1_NAME","STATUS","DISP_AREA","ADM0_CODE","ADM0_NAME","Shape_Leng","Shape_Area","BS_Modified"
70209,"Bhadrak",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.09040425831,0.21258602169,NA
70210,"Bolangir",1993,3000,1504,"Orissa","Member State","NO",115,"India",4.93558317415,0.56984531149,"Severe"
70211,"Boudh",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.71593041961,0.27074603327,"Severe"
70212,"Deogarh",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.34424681447,0.24521219383,"Severe"
70213,"Gajapati",1993,3000,1504,"Orissa","Member State","NO",115,"India",4.00379800203,0.34937884728,"Moderately Low"
70214,"Jagatsinghpur",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.62589530491,0.14577017167,"Moderately Low"
70215,"Jajpur",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.78003708041,0.25199984925,"Moderately Severe"
70216,"Jharsuguda",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.16176353232,0.18518168782,"Moderately Severe"
70217,"Kandhamal",1993,3000,1504,"Orissa","Member State","NO",115,"India",5.65033791868,0.69671799616,"Moderately Low"
70218,"Kendrapara",1993,3000,1504,"Orissa","Member State","NO",115,"India",5.28485780907,0.2143340816,NA
70219,"Khordha",1993,3000,1504,"Orissa","Member State","NO",115,"India",5.52913058075,0.23805029478,"Moderate"
70220,"Malkangiri",1993,3000,1504,"Orissa","Member State","NO",115,"India",4.43883525374,0.49816901494,"Moderate"
70221,"Nabarangpur",1993,3000,1504,"Orissa","Member State","NO",115,"India",4.64311847066,0.45703262035,"Severe"
70222,"Nayagarh",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.83613854884,0.33702731702,"Severe"
70223,"Nuapada",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.67474496916,0.33510199836,"Moderately Low"
70224,"Rayagada",1993,3000,1504,"Orissa","Member State","NO",115,"India",6.66439833066,0.63470386709,"Severe"
70225,"Sonepur",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.03355959698,0.20506353198,"Moderately Severe"
17821,"Amritsar",1000,3000,1505,"Punjab","Member State","NO",115,"India",3.69347583399,0.46023878202,"Moderate"
17822,"Bathinda",1995,3000,1505,"Punjab","Member State","NO",115,"India",3.88955538096,0.31497743616,"Moderate"
17825,"Firozpur",1000,3000,1505,"Punjab","Member State","NO",115,"India",5.74750680484,0.48704603244,"Moderate"
17826,"Gurdaspur",1000,3000,1505,"Punjab","Member State","NO",115,"India",4.0943066144,0.33453465336,"Moderate"
17827,"Hoshiarpur",1995,3000,1505,"Punjab","Member State","NO",115,"India",3.75743005925,0.31942871015,"Moderate"
17828,"Jalandhar",1000,3000,1505,"Punjab","Member State","NO",115,"India",3.94249620035,0.24635459585,"Moderate"
17829,"Kapurthala",1000,3000,1505,"Punjab","Member State","NO",115,"India",3.96325283617,0.15715135209,"Moderate"
17830,"Ludhiana",1000,3000,1505,"Punjab","Member State","NO",115,"India",3.61035800786,0.33647381531,"Moderate"
17831,"Patiala",1992,3000,1505,"Punjab","Member State","NO",115,"India",6.19063838959,0.34813634726,"Moderate"
17832,"Rupnagar",1992,3000,1505,"Punjab","Member State","NO",115,"India",4.05083330887,0.19766620099,"Moderate"
17833,"Sangrur",1000,3000,1505,"Punjab","Member State","NO",115,"India",4.98478534611,0.4767744277,"Moderate"
70230,"Faridkot",1996,3000,1505,"Punjab","Member State","NO",115,"India",2.16690602708,0.13618227962,"Moderate"
70231,"Fatehgarh Sahib",1992,3000,1505,"Punjab","Member State","NO",115,"India",2.64621224088,0.11039206264,"Moderate"
70232,"Mansa",1995,3000,1505,"Punjab","Member State","NO",115,"India",3.07173795768,0.20616452263,"Moderate"
70233,"Moga",1996,3000,1505,"Punjab","Member State","NO",115,"India",2.51926279329,0.21693271352,"Moderate"
70234,"Muktsar",1995,3000,1505,"Punjab","Member State","NO",115,"India",3.21835712466,0.24369785559,"Moderate"
70235,"Nawan Shehar",1995,3000,1505,"Punjab","Member State","NO",115,"India",2.29565771052,0.12253997433,"Moderate"
17834,"Ajmer",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",7.23556664999,0.7812029083,"Low"
17835,"Alwar",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",7.58341088875,0.75789738923,"Low"
17836,"Banswara",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",3.64266842194,0.44582815647,"Low"
17837,"Barmer",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",9.74367741956,2.55178997899,"Low"
17838,"Bharatpur",1990,3000,1506,"Rajasthan","Member State","NO",115,"India",6.17336825763,0.46027174769,"Low"
17839,"Bhilwara",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",6.66891881073,0.93801767904,"Low"
17840,"Bikaner",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",9.99384754665,2.47584603839,"Low"
17841,"Bundi",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",4.11396061182,0.50032545755,"Low"
17842,"Chittaurgarh",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",11.0670320849,0.94535821357,"Low"
17843,"Churu",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",8.53339131793,1.56838793437,"Low"
17844,"Dhaulpur",1990,3000,1506,"Rajasthan","Member State","NO",115,"India",3.59247389334,0.27433943197,"Low"
17845,"Dungarpur",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",3.32745605235,0.33441350464,"Low"
17846,"Ganganagar",1998,3000,1506,"Rajasthan","Member State","NO",115,"India",6.57608885664,1.08077656371,"Low"
17847,"Jaipur",1996,3000,1506,"Rajasthan","Member State","NO",115,"India",7.2686736197,1.02229859604,"Low"
17848,"Jaisalmer",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",11.4918918838,3.5190560987,"Low"
17849,"Jalor",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",6.72060760142,0.95793335366,"Low"
17850,"Jhalawar",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",6.73000658828,0.55581867388,"Low"
17851,"Jhunjhunun",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",4.51722278029,0.54294156861,"Low"
17852,"Jodhpur",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",9.48417814929,2.0688926156,"Low"
17853,"Kota",1991,3000,1506,"Rajasthan","Member State","NO",115,"India",6.10746617198,0.4926133802,"Low"
17854,"Nagaur",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",8.57236002256,1.60552373481,"Low"
17855,"Pali",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",7.9085178697,1.10837879806,"Low"
17856,"Sawai Madhopur",1997,3000,1506,"Rajasthan","Member State","NO",115,"India",4.75593083668,0.42174422088,"Low"
17857,"Sikar",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",6.38132119876,0.70240930627,"Low"
17858,"Sirohi",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",4.02175721641,0.45835633906,"Low"
17859,"Tonk",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",6.00083739254,0.65346962885,"Low"
17860,"Udaipur",1996,3000,1506,"Rajasthan","Member State","NO",115,"India",7.87137034535,1.13140983956,"Moderately Low"
70236,"Baran",1991,3000,1506,"Rajasthan","Member State","NO",115,"India",5.7073728599,0.61018981748,"Low"
70237,"Dausa",1996,3000,1506,"Rajasthan","Member State","NO",115,"India",4.32198491218,0.3260372295,"Low"
70238,"Hanumangarh",1998,3000,1506,"Rajasthan","Member State","NO",115,"India",7.15651565223,0.8261049415,"Low"
70239,"Karauli",1997,3000,1506,"Rajasthan","Member State","NO",115,"India",4.56802305707,0.46927456515,"Low"
70240,"Rajsamand",1996,3000,1506,"Rajasthan","Member State","NO",115,"India",5.25709191324,0.41127254536,"Moderately Low"
17861,"East",1000,3000,1507,"Sikkim","Member State","NO",115,"India",1.38906983825,0.09256817999,"Low"
17862,"North Sikkim",1000,3000,1507,"Sikkim","Member State","NO",115,"India",2.92332798031,0.38809776858,"Low"
17863,"South Sikkim",1000,3000,1507,"Sikkim","Member State","NO",115,"India",1.51625868631,0.06670125016,"Moderate"
17864,"West Sikkim",1000,3000,1507,"Sikkim","Member State","NO",115,"India",1.64315877169,0.10667566068,"Low"
17866,"Thoothukudi",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",4.37489792079,0.38913764517,"Moderate"
17867,"Coimbatore",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.593131072,0.6122987106,"Moderate"
17868,"Dharmapuri",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.99082012902,0.80169161854,"Moderate"
17869,"Virudhunagar",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",4.51460960926,0.35316306795,"Moderate"
17870,"Kanniyakumari",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",2.1294837608,0.13066178907,"Moderate"
17873,"Nilgiris",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",2.81492255959,0.21094408463,"Moderate"
17875,"Erode",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",7.07470994419,0.67701236881,"Moderate"
17876,"Pudukkottai",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.35607983488,0.38717635726,"Moderate"
17877,"Dindigul",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.26896936269,0.5000397711,"Moderate"
17878,"Ramanathapuram",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",6.4693550538,0.35076285942,"Moderate"
17879,"Salem",1997,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.78292693653,0.43198883101,"Moderate"
17881,"Thanjavur",1997,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.24109463304,0.28027002271,"Moderate"
17882,"Sivaganga",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.63595606671,0.3352229737,"Moderate"
17883,"Tiruchchirappalli",1996,3000,1508,"Tamil Nadu","Member State","NO",115,"India",6.67181759369,0.3724509469,"Moderate"
17884,"Tirunelveli Kattabo",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.40853619253,0.55659731001,"Moderate"
70241,"Ariyalur",2000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",2.24030841617,0.16142922786,"Moderate"
70242,"Chennai",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",0.74329718311,0.01632448437,"Moderate"
70243,"Cuddalore",1994,3000,1508,"Tamil Nadu","Member State","NO",115,"India",4.04293793196,0.31647911744,"Moderate"
70244,"Kancheepuram",1999,3000,1508,"Tamil Nadu","Member State","NO",115,"India",3.92460831647,0.38901015179,"Moderate"
70245,"Karur",1996,3000,1508,"Tamil Nadu","Member State","NO",115,"India",3.92636313878,0.23886050401,"Moderate"
70246,"Madurai",1997,3000,1508,"Tamil Nadu","Member State","NO",115,"India",4.39035637272,0.30400535675,"Moderate"
70247,"Nagapattinam",1997,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.4647335396,0.40650947109,"Moderate"
70248,"Namakkal",1997,3000,1508,"Tamil Nadu","Member State","NO",115,"India",3.49490094095,0.2816017946,"Moderate"
70249,"Perambalur",2000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",2.51442935519,0.14506575644,"Moderate"
70250,"Theni",1997,3000,1508,"Tamil Nadu","Member State","NO",115,"India",2.88847241866,0.234535578,"Moderate"
70251,"Thiruvallur",1999,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.26775872002,0.27034913228,"Moderate"
70253,"Tiruvannamalai",1990,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.95693190757,0.51407854695,"Moderate"
70254,"Vellore",1990,3000,1508,"Tamil Nadu","Member State","NO",115,"India",6.27451305635,0.50516866991,"Moderate"
70255,"Villupuram",1994,3000,1508,"Tamil Nadu","Member State","NO",115,"India",6.63325505336,0.60588744979,"Moderate"
17885,"North Tripura",1995,3000,1509,"Tripura","Member State","NO",115,"India",2.8646466656,0.18696637164,"Moderately Severe"
17886,"South Tripura",1995,3000,1509,"Tripura","Member State","NO",115,"India",3.17135477413,0.28409558059,"Moderately Severe"
17887,"West Tripura",1000,3000,1509,"Tripura","Member State","NO",115,"India",3.45342109665,0.26871250017,"Moderately Severe"
70256,"Dhalai",1995,3000,1509,"Tripura","Member State","NO",115,"India",2.52360778491,0.19464114866,"Moderately Severe"
17945,"Bankura",1000,3000,1511,"West Bengal","Member State","NO",115,"India",4.35529816207,0.61405185082,"Severe"
17946,"Barddhaman",1000,3000,1511,"West Bengal","Member State","NO",115,"India",6.4892020823,0.62212285608,"Severe"
17947,"Birbhum",1000,3000,1511,"West Bengal","Member State","NO",115,"India",5.44367895637,0.40409140292,"Severe"
17948,"Darjiling",1000,3000,1511,"West Bengal","Member State","NO",115,"India",3.95266199169,0.28498499063,"Low"
17949,"Haora",1000,3000,1511,"West Bengal","Member State","NO",115,"India",2.31179394967,0.1289355679,"Moderate"
17950,"Hugli",1000,3000,1511,"West Bengal","Member State","NO",115,"India",4.09025710451,0.27739048915,"Moderate"
17951,"Jalpaiguri",1000,3000,1511,"West Bengal","Member State","NO",115,"India",5.01075786529,0.56114228074,"Moderately Low"
17952,"Kochbihar",1000,3000,1511,"West Bengal","Member State","NO",115,"India",5.68496542587,0.30424865423,"Moderately Low"
17953,"Maldah",1000,3000,1511,"West Bengal","Member State","NO",115,"India",3.95882263991,0.32067184692,"Severe"
17955,"Murshidabad",1000,3000,1511,"West Bengal","Member State","NO",115,"India",5.04586538743,0.48523584189,"Severe"
17956,"Nadia",1000,3000,1511,"West Bengal","Member State","NO",115,"India",5.32861923799,0.35230250665,"Moderately Severe"
17957,"Puruliya",1000,3000,1511,"West Bengal","Member State","NO",115,"India",5.14779394181,0.55218023353,"Severe"
70290,"Dakshin Dinajpur",1992,3000,1511,"West Bengal","Member State","NO",115,"India",2.78902948415,0.1886477872,"Severe"
70291,"East Midnapore",2002,3000,1511,"West Bengal","Member State","NO",115,"India",4.28531946911,0.35283005867,"Moderate"
70292,"Kolkata",1000,3000,1511,"West Bengal","Member State","NO",115,"India",0.47332478568,0.00804325528,"Moderate"
70293,"North 24 Parganas",1000,3000,1511,"West Bengal","Member State","NO",115,"India",23.4066237511,0.52573610477,"Moderate"
70294,"South 24 Parganas",1000,3000,1511,"West Bengal","Member State","NO",115,"India",15.9494549995,0.48046838482,NA
70295,"Uttar Dinajpur",1992,3000,1511,"West Bengal","Member State","NO",115,"India",5.18113308422,0.3016936404,"Severe"
70296,"West Midnapore",2002,3000,1511,"West Bengal","Member State","NO",115,"India",6.40689427838,0.82448121129,"Severe"
17571,"East Siang",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",1.92116844806,0.08675081539,"Low"
17572,"Lohit",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",3.82598447535,0.50089422801,"Low"
17573,"Lower Subansiri",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",0.19270488695,0.00180466027,NA
17574,"Tirap",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",2.35932236112,0.19529652598,NA
17575,"West Siang",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",1.1768796868,0.00755793412,NA
70083,"Changlang",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",5.26554560865,0.45890827338,NA
70084,"Lower Dibang Valley",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",1.99711695743,0.13580102324,NA
70085,"Papum Pare",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",0.81139468399,0.00260087991,NA
17594,"Aurangabad",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.30060026224,0.29301252281,"Severe"
17595,"Begusarai",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.3064230884,0.17411653065,"Severe"
17596,"Bhagalpur",1999,3000,70073,"Bihar","Member State","NO",115,"India",3.40705372829,0.2294553801,"Severe"
17598,"Darbhanga",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.51820607241,0.20660320242,"Severe"
17601,"Gaya",1000,3000,70073,"Bihar","Member State","NO",115,"India",5.27418911621,0.4429914017,"Severe"
17604,"Gopalganj",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.13824487283,0.18469326006,"Severe"
17607,"Jehanabad",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.13429769322,0.1437201296,"Severe"
17608,"Katihar",1000,3000,70073,"Bihar","Member State","NO",115,"India",4.19079214661,0.27505131898,"Severe"
17609,"Khagaria",1000,3000,70073,"Bihar","Member State","NO",115,"India",2.6030887205,0.13392315585,"Severe"
17611,"Madhubani",1000,3000,70073,"Bihar","Member State","NO",115,"India",4.09768920145,0.31220461749,"Severe"
17612,"Madhepura",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.04696814839,0.16549535958,"Severe"
17613,"Muzaffarpur",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.76382454148,0.28764585687,"Severe"
17614,"Munger",1999,3000,70073,"Bihar","Member State","NO",115,"India",2.23464120895,0.12269092764,"Severe"
17615,"Nalanda",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.30199419401,0.20936737726,"Severe"
17616,"Nawada",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.26546710259,0.22195722721,"Severe"
17618,"Pashchim Champaran",1000,3000,70073,"Bihar","Member State","NO",115,"India",4.22921372678,0.4778321129,"Moderate"
17619,"Patna",1000,3000,70073,"Bihar","Member State","NO",115,"India",4.96524379329,0.2876940668,"Severe"
17620,"Purba Champaran",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.95524728602,0.36162056982,"Severe"
17621,"Purnia",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.92474350893,0.29220049829,"Severe"
17623,"Rohtas",1999,3000,70073,"Bihar","Member State","NO",115,"India",3.65874252648,0.34587544536,"Severe"
17624,"Saharsa",1999,3000,70073,"Bihar","Member State","NO",115,"India",2.61061353025,0.15204276203,"Severe"
17626,"Samastipur",1000,3000,70073,"Bihar","Member State","NO",115,"India",4.12413735031,0.26149756726,"Severe"
17628,"Saran",1000,3000,70073,"Bihar","Member State","NO",115,"India",2.94776255065,0.23830031203,"Severe"
17630,"Sitamarhi",1999,3000,70073,"Bihar","Member State","NO",115,"India",3.30282308457,0.18769971098,"Severe"
17631,"Siwan",1000,3000,70073,"Bihar","Member State","NO",115,"India",2.81859580236,0.20091461704,"Severe"
17632,"Vaishali",1000,3000,70073,"Bihar","Member State","NO",115,"India",2.26558689173,0.1808250663,"Severe"
70094,"Araria",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.27462247565,0.25467532162,"Severe"
70095,"Banka",1999,3000,70073,"Bihar","Member State","NO",115,"India",3.03956017205,0.27612818059,"Severe"
70096,"Bhabua",1999,3000,70073,"Bihar","Member State","NO",115,"India",3.21563613057,0.29962888468,"Severe"
70097,"Bhojpur",1999,3000,70073,"Bihar","Member State","NO",115,"India",2.5763768274,0.21309176404,"Severe"
70098,"Buxar",1999,3000,70073,"Bihar","Member State","NO",115,"India",2.4885997408,0.15351720266,"Severe"
70099,"Jamui",1999,3000,70073,"Bihar","Member State","NO",115,"India",3.45389911606,0.2752346477,"Severe"
70100,"Kishanganj",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.37152719809,0.17435896731,"Severe"
70101,"Lakhisarai",1999,3000,70073,"Bihar","Member State","NO",115,"India",2.06258932554,0.11966318809,"Severe"
70102,"Sheikhpura",1999,3000,70073,"Bihar","Member State","NO",115,"India",1.50459617275,0.05407515781,"Severe"
70103,"Sheohar",1999,3000,70073,"Bihar","Member State","NO",115,"India",1.40972210422,0.05201401275,"Severe"
70104,"Supaul",1999,3000,70073,"Bihar","Member State","NO",115,"India",3.11270331134,0.21635841756,"Severe"
17823,"Chandigarh",1000,3000,70074,"Chandigarh","Member State","NO",115,"India",0.51410417876,0.01112549261,"Low"
17724,"Durg",1000,3000,70075,"Chhattisgarh","Member State","NO",115,"India",6.71003179742,0.74917393061,"Low"
70105,"Bastar",1998,3000,70075,"Chhattisgarh","Member State","NO",115,"India",8.08459953161,1.28592677709,"Moderately Low"
70106,"Bilaspur",1998,3000,70075,"Chhattisgarh","Member State","NO",115,"India",5.64889564775,0.73111053648,"Severe"
70107,"Dantewada",1998,3000,70075,"Chhattisgarh","Member State","NO",115,"India",7.36086827538,1.4578327394,"Moderately Low"
70108,"Dhamtari",1998,3000,70075,"Chhattisgarh","Member State","NO",115,"India",3.65804357332,0.35194696438,"Moderately Low"
70109,"Janjgir-Champa",1998,3000,70075,"Chhattisgarh","Member State","NO",115,"India",3.45168763893,0.33869669493,"Severe"
70110,"Jashpur",1998,3000,70075,"Chhattisgarh","Member State","NO",115,"India",4.37049789371,0.51217112592,"Severe"
70111,"Kanker",1998,3000,70075,"Chhattisgarh","Member State","NO",115,"India",5.82853400219,0.61834616058,"Low"
70112,"Kawardha",1998,3000,70075,"Chhattisgarh","Member State","NO",115,"India",3.45574999288,0.36949958454,"Low"
70113,"Korba",1998,3000,70075,"Chhattisgarh","Member State","NO",115,"India",4.33344879802,0.5801871655,"Severe"
70114,"Koriya",1998,3000,70075,"Chhattisgarh","Member State","NO",115,"India",4.68293623022,0.58659523674,"Severe"
70115,"Mahasamund",1998,3000,70075,"Chhattisgarh","Member State","NO",115,"India",4.48683717265,0.4135235981,"Moderately Low"
70116,"Raipur",1998,3000,70075,"Chhattisgarh","Member State","NO",115,"India",9.38555368793,1.08201724789,"Severe"
70117,"Raj Nandgaon",1998,3000,70075,"Chhattisgarh","Member State","NO",115,"India",6.37280489647,0.70086406336,"Low"
70118,"Surguja",1998,3000,70075,"Chhattisgarh","Member State","NO",115,"India",7.31229699125,1.39227673367,"Severe"
70297,"Raigarh",1000,3000,70075,"Chhattisgarh","Member State","NO",115,"India",6.00147015402,0.61991814478,"Severe"
70119,"Dadra and Nagar Haveli",1000,3000,70076,"Dadra and Nagar Haveli","Member State","NO",115,"India",1.67693793821,0.04247813626,NA
70120,"Daman",1000,3000,70077,"Daman and Diu","Member State","NO",115,"India",0.34997410352,0.00141044068,"Low"
70121,"Junagadh",1000,3000,70077,"Daman and Diu","Member State","NO",115,"India",1.84753548456,0.04694323308,"Low"
17600,"Deoghar",1000,3000,70078,"Jharkhand","Member State","NO",115,"India",2.72010511557,0.21713656719,"Severe"
17603,"Godda",1000,3000,70078,"Jharkhand","Member State","NO",115,"India",2.55773075439,0.20026531683,"Severe"
17610,"Lohardaga",1000,3000,70078,"Jharkhand","Member State","NO",115,"India",2.14770868676,0.13256159029,"Severe"
17622,"Ranchi",1000,3000,70078,"Jharkhand","Member State","NO",115,"India",5.4777518089,0.67536949409,"Severe"
70139,"Bokaro",1999,3000,70078,"Jharkhand","Member State","NO",115,"India",3.83054282275,0.25406102453,"Severe"
70140,"Chatra",1999,3000,70078,"Jharkhand","Member State","NO",115,"India",4.34748114687,0.33382538404,"Severe"
70141,"Dhanbad",1000,3000,70078,"Jharkhand","Member State","NO",115,"India",2.1667319104,0.1846647007,"Severe"
70142,"Dumka",2001,3000,70078,"Jharkhand","Member State","NO",115,"India",3.58217795751,0.33571601931,"Severe"
70143,"Garhwa",1999,3000,70078,"Jharkhand","Member State","NO",115,"India",3.55619877968,0.36216840603,"Severe"
70144,"Giridih",1999,3000,70078,"Jharkhand","Member State","NO",115,"India",4.07319930743,0.44437140998,"Severe"
70145,"Gumla",2001,3000,70078,"Jharkhand","Member State","NO",115,"India",4.89556585088,0.47290447319,"Severe"
70146,"Hazaribag",1999,3000,70078,"Jharkhand","Member State","NO",115,"India",6.6190386375,0.54661637228,"Severe"
70147,"Jamtara",2001,3000,70078,"Jharkhand","Member State","NO",115,"India",2.88556720951,0.16011040017,"Severe"
70148,"Koderma",1999,3000,70078,"Jharkhand","Member State","NO",115,"India",2.27189537707,0.11781095368,"Severe"
70149,"Latehar",2001,3000,70078,"Jharkhand","Member State","NO",115,"India",4.40630997943,0.37759057827,"Severe"
70150,"Pakur",1999,3000,70078,"Jharkhand","Member State","NO",115,"India",2.77950344404,0.16176280582,"Severe"
70151,"Palamu",2001,3000,70078,"Jharkhand","Member State","NO",115,"India",4.07358164742,0.39594569563,"Severe"
70152,"Pashchim Singhbhum",2001,3000,70078,"Jharkhand","Member State","NO",115,"India",4.74550752419,0.63423636618,"Severe"
70153,"Purba Singhbhum",1990,3000,70078,"Jharkhand","Member State","NO",115,"India",3.83086207231,0.31416604181,"Severe"
70154,"Sahibganj",1999,3000,70078,"Jharkhand","Member State","NO",115,"India",2.57514363077,0.19664534784,"Severe"
70155,"Saraikela Kharsawan",2001,3000,70078,"Jharkhand","Member State","NO",115,"India",3.25695799261,0.23344032868,"Severe"
70156,"Simdega",2001,3000,70078,"Jharkhand","Member State","NO",115,"India",3.5778723381,0.33292312518,"Severe"
17712,"Balaghat",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",6.11003910409,0.808228376,"Low"
17714,"Betul",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",6.27048242269,0.87982284156,"Low"
17715,"Bhind",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",4.81196064911,0.4046822295,"Low"
17716,"Bhopal",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",3.15142260298,0.2405757774,"Low"
17718,"Chhatarpur",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",7.98541940191,0.77795707375,"Low"
17719,"Chhindwara",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",6.78535939247,1.03331085368,"Low"
17720,"Damoh",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",5.34924684529,0.65158785767,"Low"
17721,"Datia",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",3.34247376137,0.22712769491,"Low"
17722,"Dewas",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",6.93128476397,0.61163883442,"Low"
17723,"Dhar",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",5.30331986344,0.71390381202,"Low"
17725,"East Nimar",2004,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",5.31886177941,0.65084056029,"Low"
17726,"Guna",2004,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",5.87573500333,0.5611698643,"Low"
17727,"Gwalior",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",3.32970051248,0.41313351416,"Low"
17728,"Hoshangabad",1998,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",5.0681555488,0.58914910782,"Low"
17729,"Indore",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",4.1847979079,0.34356342609,"Low"
17730,"Jabalpur",1998,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",4.61002801599,0.35378267898,"Moderately Low"
17731,"Jhabua",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",5.99129305467,0.59356004244,"Low"
17732,"Mandla",1998,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",5.26720541485,0.59505129721,"Low"
17733,"Mandsaur",1998,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",5.18807469812,0.5004901152,"Low"
17734,"Morena",1998,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",5.57614215523,0.45100037818,"Low"
17735,"Narsinghpur",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",4.61712656786,0.45291482474,"Low"
17736,"Panna",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",5.96668772844,0.63327716096,"Low"
17739,"Raisen",1000,3000,70079,"Madhya Pradesh","Member State","NO",115,"India",6.581322939,0.74943367321,"Low"
