"ADM2_CODE","ADM2_NAME","STR2_YEAR","EXP2_YEAR","ADM1_CODE","ADM1_NAME","STATUS","DISP_AREA","ADM0_CODE","ADM0_NAME","Shape_Leng","Shape_Area","BB"
70196,"West Imphal",1997,3000,1500,"Manipur","Member State","NO",115,"India",1.87303501034,0.0435714147689,"(2.22e+03,2.78e+03]"
17793,"East Garo Hills",1000,3000,1501,"Meghalaya","Member State","NO",115,"India",3.55946918708,0.263998578504,"(2.22e+03,2.78e+03]"
17794,"East Khasi Hills",1992,3000,1501,"Meghalaya","Member State","NO",115,"India",2.80840133947,0.258678663301,"(1.67e+03,2.22e+03]"
17795,"Jaintia Hills",1000,3000,1501,"Meghalaya","Member State","NO",115,"India",3.28866702814,0.342635504458,"(2.22e+03,2.78e+03]"
17796,"West Garo Hills",1992,3000,1501,"Meghalaya","Member State","NO",115,"India",2.88984382729,0.308518082598,"(2.22e+03,2.78e+03]"
17797,"West Khasi Hills",1000,3000,1501,"Meghalaya","Member State","NO",115,"India",3.93859031335,0.471045785768,"(2.22e+03,2.78e+03]"
70197,"Ri-Bhoi",1992,3000,1501,"Meghalaya","Member State","NO",115,"India",3.55798300425,0.214812005488,"(2.22e+03,2.78e+03]"
70198,"South Garo Hills",1992,3000,1501,"Meghalaya","Member State","NO",115,"India",2.20207555206,0.167892874204,"(2.22e+03,2.78e+03]"
17798,"Aizawl",1999,3000,1502,"Mizoram","Member State","NO",115,"India",4.25106171985,0.306032561568,"(2.22e+03,2.78e+03]"
17800,"Lunglei",1999,3000,1502,"Mizoram","Member State","NO",115,"India",3.77866958863,0.403251974181,"(2.22e+03,2.78e+03]"
70199,"Champhai",1999,3000,1502,"Mizoram","Member State","NO",115,"India",3.00942394726,0.297286214739,"(1.67e+03,2.22e+03]"
70200,"Kolasib",1999,3000,1502,"Mizoram","Member State","NO",115,"India",2.13074847313,0.119875344234,"(2.22e+03,2.78e+03]"
70201,"Lawngtlai",1000,3000,1502,"Mizoram","Member State","NO",115,"India",2.83216227477,0.18001944923,"(2.22e+03,2.78e+03]"
70202,"Mamit",1999,3000,1502,"Mizoram","Member State","NO",115,"India",3.52322586902,0.274149686078,"(2.22e+03,2.78e+03]"
70203,"Saiha",1999,3000,1502,"Mizoram","Member State","NO",115,"India",2.66524903114,0.16956665614,"(2.22e+03,2.78e+03]"
70204,"Serchhip",1999,3000,1502,"Mizoram","Member State","NO",115,"India",2.46693344,0.119929738559,"(2.22e+03,2.78e+03]"
17801,"Kohima",1998,3000,1503,"Nagaland","Member State","NO",115,"India",3.73964987221,0.26909159966,"(1.67e+03,2.22e+03]"
17802,"Mokokchung",1000,3000,1503,"Nagaland","Member State","NO",115,"India",2.33848504353,0.145346114312,"(2.22e+03,2.78e+03]"
17803,"Mon",1000,3000,1503,"Nagaland","Member State","NO",115,"India",2.45858639615,0.192861482218,"(2.22e+03,2.78e+03]"
17804,"Phek",1000,3000,1503,"Nagaland","Member State","NO",115,"India",2.49222407053,0.171047630414,"(1.67e+03,2.22e+03]"
17805,"Tuensang",1000,3000,1503,"Nagaland","Member State","NO",115,"India",3.87715103163,0.341416676954,"(1.11e+03,1.67e+03]"
17806,"Wokha",1000,3000,1503,"Nagaland","Member State","NO",115,"India",2.19581216198,0.146865977384,"(2.22e+03,2.78e+03]"
17807,"Zunheboto",1000,3000,1503,"Nagaland","Member State","NO",115,"India",2.26204835651,0.141885938931,"(1.67e+03,2.22e+03]"
70205,"Dimapur",1998,3000,1503,"Nagaland","Member State","NO",115,"India",1.70917103399,0.0780054468913,"(2.22e+03,2.78e+03]"
17809,"Cuttack",1993,3000,1504,"Orissa","Member State","NO",115,"India",5.57046705202,0.34142555345,"(2.22e+03,2.78e+03]"
17810,"Dhenkanal",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.64516790753,0.38883962929,"(2.22e+03,2.78e+03]"
17811,"Ganjam",1993,3000,1504,"Orissa","Member State","NO",115,"India",6.23397879182,0.72278451226,"(2.22e+03,2.78e+03]"
17812,"Kalahandi",1993,3000,1504,"Orissa","Member State","NO",115,"India",5.52026577646,0.682700214783,"(2.22e+03,2.78e+03]"
17813,"Keonjhar",1000,3000,1504,"Orissa","Member State","NO",115,"India",5.77229474513,0.725656140413,"(2.22e+03,2.78e+03]"
17814,"Koraput",1993,3000,1504,"Orissa","Member State","NO",115,"India",7.09889303608,0.735570437181,"(2.22e+03,2.78e+03]"
17816,"Mayurbhanj",1000,3000,1504,"Orissa","Member State","NO",115,"India",6.76440893319,0.913339136716,"(2.22e+03,2.78e+03]"
17818,"Puri",1993,3000,1504,"Orissa","Member State","NO",115,"India",5.78063478207,0.302013746585,"(2.22e+03,2.78e+03]"
17819,"Sambalpur",1993,3000,1504,"Orissa","Member State","NO",115,"India",5.48018096816,0.587618609818,"(2.22e+03,2.78e+03]"
17820,"Sundargarh",1000,3000,1504,"Orissa","Member State","NO",115,"India",7.17848779798,0.852211141007,"(2.22e+03,2.78e+03]"
70206,"Angul",1993,3000,1504,"Orissa","Member State","NO",115,"India",5.28168457222,0.553670339282,"(2.22e+03,2.78e+03]"
70207,"Baleshwar",1993,3000,1504,"Orissa","Member State","NO",115,"India",5.42055396093,0.321348526696,"(2.22e+03,2.78e+03]"
70208,"Baragarh",1993,3000,1504,"Orissa","Member State","NO",115,"India",5.16991319143,0.505084155441,"(2.22e+03,2.78e+03]"
70209,"Bhadrak",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.09040425831,0.212586021693,"[0,555]"
70210,"Bolangir",1993,3000,1504,"Orissa","Member State","NO",115,"India",4.93558317415,0.569845311491,"(2.22e+03,2.78e+03]"
70211,"Boudh",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.71593041961,0.270746033273,"(2.22e+03,2.78e+03]"
70212,"Deogarh",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.34424681447,0.245212193831,"(2.22e+03,2.78e+03]"
70213,"Gajapati",1993,3000,1504,"Orissa","Member State","NO",115,"India",4.00379800203,0.34937884728,"(2.22e+03,2.78e+03]"
70214,"Jagatsinghpur",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.62589530491,0.145770171673,"(2.22e+03,2.78e+03]"
70215,"Jajpur",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.78003708041,0.251999849247,"(2.22e+03,2.78e+03]"
70216,"Jharsuguda",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.16176353232,0.185181687823,"(2.22e+03,2.78e+03]"
70217,"Kandhamal",1993,3000,1504,"Orissa","Member State","NO",115,"India",5.65033791868,0.69671799616,"(2.22e+03,2.78e+03]"
70218,"Kendrapara",1993,3000,1504,"Orissa","Member State","NO",115,"India",5.28485780907,0.214334081598,"(2.22e+03,2.78e+03]"
70219,"Khordha",1993,3000,1504,"Orissa","Member State","NO",115,"India",5.52913058075,0.238050294778,"(2.22e+03,2.78e+03]"
70220,"Malkangiri",1993,3000,1504,"Orissa","Member State","NO",115,"India",4.43883525374,0.498169014945,"(2.22e+03,2.78e+03]"
70221,"Nabarangpur",1993,3000,1504,"Orissa","Member State","NO",115,"India",4.64311847066,0.457032620348,"(2.22e+03,2.78e+03]"
70222,"Nayagarh",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.83613854884,0.337027317016,"(2.22e+03,2.78e+03]"
70223,"Nuapada",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.67474496916,0.335101998364,"(2.22e+03,2.78e+03]"
70224,"Rayagada",1993,3000,1504,"Orissa","Member State","NO",115,"India",6.66439833066,0.634703867087,"(2.22e+03,2.78e+03]"
70225,"Sonepur",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.03355959698,0.205063531977,"(2.22e+03,2.78e+03]"
17821,"Amritsar",1000,3000,1505,"Punjab","Member State","NO",115,"India",3.69347583399,0.460238782024,"(1.11e+03,1.67e+03]"
17822,"Bathinda",1995,3000,1505,"Punjab","Member State","NO",115,"India",3.88955538096,0.314977436162,"(1.11e+03,1.67e+03]"
17825,"Firozpur",1000,3000,1505,"Punjab","Member State","NO",115,"India",5.74750680484,0.487046032436,"(1.11e+03,1.67e+03]"
17826,"Gurdaspur",1000,3000,1505,"Punjab","Member State","NO",115,"India",4.0943066144,0.334534653362,"(1.11e+03,1.67e+03]"
17827,"Hoshiarpur",1995,3000,1505,"Punjab","Member State","NO",115,"India",3.75743005925,0.319428710154,"(1.67e+03,2.22e+03]"
17828,"Jalandhar",1000,3000,1505,"Punjab","Member State","NO",115,"India",3.94249620035,0.246354595847,"(1.67e+03,2.22e+03]"
17829,"Kapurthala",1000,3000,1505,"Punjab","Member State","NO",115,"India",3.96325283617,0.157151352093,"(1.11e+03,1.67e+03]"
17830,"Ludhiana",1000,3000,1505,"Punjab","Member State","NO",115,"India",3.61035800786,0.336473815314,"(1.67e+03,2.22e+03]"
17831,"Patiala",1992,3000,1505,"Punjab","Member State","NO",115,"India",6.19063838959,0.34813634726,"(1.11e+03,1.67e+03]"
17832,"Rupnagar",1992,3000,1505,"Punjab","Member State","NO",115,"India",4.05083330887,0.197666200985,"(1.67e+03,2.22e+03]"
17833,"Sangrur",1000,3000,1505,"Punjab","Member State","NO",115,"India",4.98478534611,0.476774427701,"(1.11e+03,1.67e+03]"
70230,"Faridkot",1996,3000,1505,"Punjab","Member State","NO",115,"India",2.16690602708,0.136182279622,"(1.11e+03,1.67e+03]"
70231,"Fatehgarh Sahib",1992,3000,1505,"Punjab","Member State","NO",115,"India",2.64621224088,0.110392062639,"(1.67e+03,2.22e+03]"
70232,"Mansa",1995,3000,1505,"Punjab","Member State","NO",115,"India",3.07173795768,0.206164522634,"(1.11e+03,1.67e+03]"
70233,"Moga",1996,3000,1505,"Punjab","Member State","NO",115,"India",2.51926279329,0.216932713525,"(1.11e+03,1.67e+03]"
70234,"Muktsar",1995,3000,1505,"Punjab","Member State","NO",115,"India",3.21835712466,0.243697855587,"(1.11e+03,1.67e+03]"
70235,"Nawan Shehar",1995,3000,1505,"Punjab","Member State","NO",115,"India",2.29565771052,0.122539974335,"(1.11e+03,1.67e+03]"
17834,"Ajmer",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",7.23556664999,0.781202908303,"(1.11e+03,1.67e+03]"
17835,"Alwar",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",7.58341088875,0.757897389232,"(1.67e+03,2.22e+03]"
17836,"Banswara",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",3.64266842194,0.44582815647,"(1.11e+03,1.67e+03]"
17837,"Barmer",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",9.74367741956,2.55178997899,"(555,1.11e+03]"
17838,"Bharatpur",1990,3000,1506,"Rajasthan","Member State","NO",115,"India",6.17336825763,0.460271747692,"(1.67e+03,2.22e+03]"
17839,"Bhilwara",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",6.66891881073,0.938017679039,"(1.11e+03,1.67e+03]"
17840,"Bikaner",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",9.99384754665,2.47584603839,"(555,1.11e+03]"
17841,"Bundi",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",4.11396061182,0.500325457554,"(555,1.11e+03]"
17842,"Chittaurgarh",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",11.0670320849,0.945358213573,"(1.11e+03,1.67e+03]"
17843,"Churu",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",8.53339131793,1.56838793437,"(1.11e+03,1.67e+03]"
17844,"Dhaulpur",1990,3000,1506,"Rajasthan","Member State","NO",115,"India",3.59247389334,0.274339431973,"(1.67e+03,2.22e+03]"
17845,"Dungarpur",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",3.32745605235,0.334413504641,"(1.67e+03,2.22e+03]"
17846,"Ganganagar",1998,3000,1506,"Rajasthan","Member State","NO",115,"India",6.57608885664,1.08077656371,"[0,555]"
17847,"Jaipur",1996,3000,1506,"Rajasthan","Member State","NO",115,"India",7.2686736197,1.02229859604,"(1.11e+03,1.67e+03]"
17848,"Jaisalmer",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",11.4918918838,3.5190560987,"[0,555]"
17849,"Jalor",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",6.72060760142,0.957933353665,"(555,1.11e+03]"
17850,"Jhalawar",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",6.73000658828,0.555818673879,"(1.67e+03,2.22e+03]"
17851,"Jhunjhunun",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",4.51722278029,0.542941568613,"(1.11e+03,1.67e+03]"
17852,"Jodhpur",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",9.48417814929,2.0688926156,"(555,1.11e+03]"
17853,"Kota",1991,3000,1506,"Rajasthan","Member State","NO",115,"India",6.10746617198,0.492613380197,"(1.67e+03,2.22e+03]"
17854,"Nagaur",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",8.57236002256,1.60552373481,"(1.11e+03,1.67e+03]"
17855,"Pali",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",7.9085178697,1.10837879806,"(555,1.11e+03]"
17856,"Sawai Madhopur",1997,3000,1506,"Rajasthan","Member State","NO",115,"India",4.75593083668,0.421744220877,"(1.11e+03,1.67e+03]"
17857,"Sikar",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",6.38132119876,0.70240930627,"(555,1.11e+03]"
17858,"Sirohi",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",4.02175721641,0.458356339057,"(1.11e+03,1.67e+03]"
17859,"Tonk",1000,3000,1506,"Rajasthan","Member State","NO",115,"India",6.00083739254,0.653469628854,"(1.67e+03,2.22e+03]"
17860,"Udaipur",1996,3000,1506,"Rajasthan","Member State","NO",115,"India",7.87137034535,1.13140983956,"(1.67e+03,2.22e+03]"
70236,"Baran",1991,3000,1506,"Rajasthan","Member State","NO",115,"India",5.7073728599,0.61018981748,"(1.11e+03,1.67e+03]"
70237,"Dausa",1996,3000,1506,"Rajasthan","Member State","NO",115,"India",4.32198491218,0.326037229495,"(1.11e+03,1.67e+03]"
70238,"Hanumangarh",1998,3000,1506,"Rajasthan","Member State","NO",115,"India",7.15651565223,0.826104941504,"(555,1.11e+03]"
70239,"Karauli",1997,3000,1506,"Rajasthan","Member State","NO",115,"India",4.56802305707,0.46927456515,"(1.67e+03,2.22e+03]"
70240,"Rajsamand",1996,3000,1506,"Rajasthan","Member State","NO",115,"India",5.25709191324,0.411272545359,"(1.67e+03,2.22e+03]"
17861,"East",1000,3000,1507,"Sikkim","Member State","NO",115,"India",1.38906983825,0.0925681799883,"(555,1.11e+03]"
17862,"North Sikkim",1000,3000,1507,"Sikkim","Member State","NO",115,"India",2.92332798031,0.388097768575,"[0,555]"
17863,"South Sikkim",1000,3000,1507,"Sikkim","Member State","NO",115,"India",1.51625868631,0.0667012501559,"(1.11e+03,1.67e+03]"
17864,"West Sikkim",1000,3000,1507,"Sikkim","Member State","NO",115,"India",1.64315877169,0.106675660675,"[0,555]"
17866,"Thoothukudi",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",4.37489792079,0.389137645168,"(2.22e+03,2.78e+03]"
17867,"Coimbatore",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.593131072,0.612298710605,"(1.67e+03,2.22e+03]"
17868,"Dharmapuri",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.99082012902,0.801691618541,"(1.11e+03,1.67e+03]"
17869,"Virudhunagar",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",4.51460960926,0.35316306795,"(2.22e+03,2.78e+03]"
17870,"Kanniyakumari",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",2.1294837608,0.130661789069,"(2.22e+03,2.78e+03]"
17873,"Nilgiris",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",2.81492255959,0.210944084628,"(1.67e+03,2.22e+03]"
17875,"Erode",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",7.07470994419,0.677012368805,"(1.67e+03,2.22e+03]"
17876,"Pudukkottai",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.35607983488,0.387176357264,"(1.11e+03,1.67e+03]"
17877,"Dindigul",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.26896936269,0.500039771098,"(1.67e+03,2.22e+03]"
17878,"Ramanathapuram",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",6.4693550538,0.350762859417,"(2.22e+03,2.78e+03]"
17879,"Salem",1997,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.78292693653,0.431988831013,"(555,1.11e+03]"
17881,"Thanjavur",1997,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.24109463304,0.280270022706,"(1.11e+03,1.67e+03]"
17882,"Sivaganga",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.63595606671,0.335222973702,"(1.67e+03,2.22e+03]"
17883,"Tiruchchirappalli",1996,3000,1508,"Tamil Nadu","Member State","NO",115,"India",6.67181759369,0.372450946903,"(1.11e+03,1.67e+03]"
17884,"Tirunelveli Kattabo",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.40853619253,0.556597310014,"(2.22e+03,2.78e+03]"
70241,"Ariyalur",2000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",2.24030841617,0.161429227865,"(1.67e+03,2.22e+03]"
70242,"Chennai",1000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",0.743297183114,0.0163244843722,"(1.67e+03,2.22e+03]"
70243,"Cuddalore",1994,3000,1508,"Tamil Nadu","Member State","NO",115,"India",4.04293793196,0.316479117442,"(1.67e+03,2.22e+03]"
70244,"Kancheepuram",1999,3000,1508,"Tamil Nadu","Member State","NO",115,"India",3.92460831647,0.389010151794,"(1.67e+03,2.22e+03]"
70245,"Karur",1996,3000,1508,"Tamil Nadu","Member State","NO",115,"India",3.92636313878,0.238860504012,"(1.11e+03,1.67e+03]"
70246,"Madurai",1997,3000,1508,"Tamil Nadu","Member State","NO",115,"India",4.39035637272,0.304005356752,"(1.67e+03,2.22e+03]"
70247,"Nagapattinam",1997,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.4647335396,0.406509471093,"(1.11e+03,1.67e+03]"
70248,"Namakkal",1997,3000,1508,"Tamil Nadu","Member State","NO",115,"India",3.49490094095,0.281601794604,"(1.11e+03,1.67e+03]"
70249,"Perambalur",2000,3000,1508,"Tamil Nadu","Member State","NO",115,"India",2.51442935519,0.145065756445,"(1.11e+03,1.67e+03]"
70250,"Theni",1997,3000,1508,"Tamil Nadu","Member State","NO",115,"India",2.88847241866,0.234535578002,"(1.67e+03,2.22e+03]"
70251,"Thiruvallur",1999,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.26775872002,0.270349132277,"(1.67e+03,2.22e+03]"
70253,"Tiruvannamalai",1990,3000,1508,"Tamil Nadu","Member State","NO",115,"India",5.95693190757,0.514078546949,"(1.11e+03,1.67e+03]"
70254,"Vellore",1990,3000,1508,"Tamil Nadu","Member State","NO",115,"India",6.27451305635,0.50516866991,"(1.11e+03,1.67e+03]"
70255,"Villupuram",1994,3000,1508,"Tamil Nadu","Member State","NO",115,"India",6.63325505336,0.60588744979,"(1.67e+03,2.22e+03]"
17885,"North Tripura",1995,3000,1509,"Tripura","Member State","NO",115,"India",2.8646466656,0.186966371637,"(2.22e+03,2.78e+03]"
17886,"South Tripura",1995,3000,1509,"Tripura","Member State","NO",115,"India",3.17135477413,0.284095580592,"(2.22e+03,2.78e+03]"
17887,"West Tripura",1000,3000,1509,"Tripura","Member State","NO",115,"India",3.45342109665,0.26871250017,"(2.22e+03,2.78e+03]"
70256,"Dhalai",1995,3000,1509,"Tripura","Member State","NO",115,"India",2.52360778491,0.194641148656,"(2.22e+03,2.78e+03]"
17945,"Bankura",1000,3000,1511,"West Bengal","Member State","NO",115,"India",4.35529816207,0.614051850816,"(2.22e+03,2.78e+03]"
17946,"Barddhaman",1000,3000,1511,"West Bengal","Member State","NO",115,"India",6.4892020823,0.622122856083,"(2.22e+03,2.78e+03]"
17947,"Birbhum",1000,3000,1511,"West Bengal","Member State","NO",115,"India",5.44367895637,0.404091402923,"(2.22e+03,2.78e+03]"
17948,"Darjiling",1000,3000,1511,"West Bengal","Member State","NO",115,"India",3.95266199169,0.284984990628,"(1.67e+03,2.22e+03]"
17949,"Haora",1000,3000,1511,"West Bengal","Member State","NO",115,"India",2.31179394967,0.128935567897,"(2.22e+03,2.78e+03]"
17950,"Hugli",1000,3000,1511,"West Bengal","Member State","NO",115,"India",4.09025710451,0.277390489153,"(2.22e+03,2.78e+03]"
17951,"Jalpaiguri",1000,3000,1511,"West Bengal","Member State","NO",115,"India",5.01075786529,0.561142280742,"(2.22e+03,2.78e+03]"
17952,"Kochbihar",1000,3000,1511,"West Bengal","Member State","NO",115,"India",5.68496542587,0.304248654225,"(2.22e+03,2.78e+03]"
17953,"Maldah",1000,3000,1511,"West Bengal","Member State","NO",115,"India",3.95882263991,0.320671846922,"(2.22e+03,2.78e+03]"
17955,"Murshidabad",1000,3000,1511,"West Bengal","Member State","NO",115,"India",5.04586538743,0.485235841893,"(2.22e+03,2.78e+03]"
17956,"Nadia",1000,3000,1511,"West Bengal","Member State","NO",115,"India",5.32861923799,0.352302506652,"(2.22e+03,2.78e+03]"
17957,"Puruliya",1000,3000,1511,"West Bengal","Member State","NO",115,"India",5.14779394181,0.55218023353,"(2.22e+03,2.78e+03]"
70290,"Dakshin Dinajpur",1992,3000,1511,"West Bengal","Member State","NO",115,"India",2.78902948415,0.188647787199,"(2.22e+03,2.78e+03]"
70291,"East Midnapore",2002,3000,1511,"West Bengal","Member State","NO",115,"India",4.28531946911,0.352830058666,"(2.22e+03,2.78e+03]"
70292,"Kolkata",1000,3000,1511,"West Bengal","Member State","NO",115,"India",0.473324785679,0.00804325527752,"(2.22e+03,2.78e+03]"
70293,"North 24 Parganas",1000,3000,1511,"West Bengal","Member State","NO",115,"India",23.4066237511,0.525736104772,"(2.22e+03,2.78e+03]"
70294,"South 24 Parganas",1000,3000,1511,"West Bengal","Member State","NO",115,"India",15.9494549995,0.48046838482,"(2.22e+03,2.78e+03]"
70295,"Uttar Dinajpur",1992,3000,1511,"West Bengal","Member State","NO",115,"India",5.18113308422,0.301693640404,"(2.22e+03,2.78e+03]"
70296,"West Midnapore",2002,3000,1511,"West Bengal","Member State","NO",115,"India",6.40689427838,0.824481211288,"(2.22e+03,2.78e+03]"
17571,"East Siang",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",1.92116844806,0.0867508153948,"(1.67e+03,2.22e+03]"
17572,"Lohit",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",3.82598447535,0.500894228008,"(1.11e+03,1.67e+03]"
17573,"Lower Subansiri",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",0.192704886949,0.00180466026602,"(1.67e+03,2.22e+03]"
17574,"Tirap",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",2.35932236112,0.195296525982,"(1.67e+03,2.22e+03]"
17575,"West Siang",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",1.1768796868,0.00755793411724,"(2.22e+03,2.78e+03]"
70083,"Changlang",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",5.26554560865,0.458908273377,"(1.11e+03,1.67e+03]"
70084,"Lower Dibang Valley",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",1.99711695743,0.135801023236,"(1.67e+03,2.22e+03]"
70085,"Papum Pare",1000,3000,70072,"Arunachal Pradesh","Member State","NO",115,"India",0.811394683992,0.00260087990865,"(2.22e+03,2.78e+03]"
17594,"Aurangabad",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.30060026224,0.293012522809,"(1.67e+03,2.22e+03]"
17595,"Begusarai",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.3064230884,0.174116530653,"(2.22e+03,2.78e+03]"
17596,"Bhagalpur",1999,3000,70073,"Bihar","Member State","NO",115,"India",3.40705372829,0.229455380105,"(1.67e+03,2.22e+03]"
17598,"Darbhanga",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.51820607241,0.206603202416,"(2.22e+03,2.78e+03]"
17601,"Gaya",1000,3000,70073,"Bihar","Member State","NO",115,"India",5.27418911621,0.442991401704,"(1.67e+03,2.22e+03]"
17604,"Gopalganj",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.13824487283,0.184693260057,"(2.22e+03,2.78e+03]"
17607,"Jehanabad",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.13429769322,0.143720129602,"(1.67e+03,2.22e+03]"
17608,"Katihar",1000,3000,70073,"Bihar","Member State","NO",115,"India",4.19079214661,0.275051318982,"(2.22e+03,2.78e+03]"
17609,"Khagaria",1000,3000,70073,"Bihar","Member State","NO",115,"India",2.6030887205,0.133923155848,"(2.22e+03,2.78e+03]"
17611,"Madhubani",1000,3000,70073,"Bihar","Member State","NO",115,"India",4.09768920145,0.312204617491,"(2.22e+03,2.78e+03]"
17612,"Madhepura",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.04696814839,0.165495359581,"(2.22e+03,2.78e+03]"
17613,"Muzaffarpur",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.76382454148,0.287645856869,"(2.22e+03,2.78e+03]"
17614,"Munger",1999,3000,70073,"Bihar","Member State","NO",115,"India",2.23464120895,0.122690927639,"(1.67e+03,2.22e+03]"
17615,"Nalanda",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.30199419401,0.209367377257,"(1.67e+03,2.22e+03]"
17616,"Nawada",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.26546710259,0.221957227207,"(1.67e+03,2.22e+03]"
17618,"Pashchim Champaran",1000,3000,70073,"Bihar","Member State","NO",115,"India",4.22921372678,0.477832112901,"(2.22e+03,2.78e+03]"
17619,"Patna",1000,3000,70073,"Bihar","Member State","NO",115,"India",4.96524379329,0.287694066804,"(1.67e+03,2.22e+03]"
17620,"Purba Champaran",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.95524728602,0.361620569819,"(2.22e+03,2.78e+03]"
17621,"Purnia",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.92474350893,0.292200498286,"(2.22e+03,2.78e+03]"
17623,"Rohtas",1999,3000,70073,"Bihar","Member State","NO",115,"India",3.65874252648,0.345875445357,"(1.67e+03,2.22e+03]"
17624,"Saharsa",1999,3000,70073,"Bihar","Member State","NO",115,"India",2.61061353025,0.152042762027,"(2.22e+03,2.78e+03]"
17626,"Samastipur",1000,3000,70073,"Bihar","Member State","NO",115,"India",4.12413735031,0.261497567256,"(2.22e+03,2.78e+03]"
17628,"Saran",1000,3000,70073,"Bihar","Member State","NO",115,"India",2.94776255065,0.23830031203,"(2.22e+03,2.78e+03]"
17630,"Sitamarhi",1999,3000,70073,"Bihar","Member State","NO",115,"India",3.30282308457,0.187699710984,"(2.22e+03,2.78e+03]"
17631,"Siwan",1000,3000,70073,"Bihar","Member State","NO",115,"India",2.81859580236,0.200914617045,"(2.22e+03,2.78e+03]"
17632,"Vaishali",1000,3000,70073,"Bihar","Member State","NO",115,"India",2.26558689173,0.180825066302,"(2.22e+03,2.78e+03]"
70094,"Araria",1000,3000,70073,"Bihar","Member State","NO",115,"India",3.27462247565,0.254675321623,"(2.22e+03,2.78e+03]"
70095,"Banka",1999,3000,70073,"Bihar","Member State","NO",115,"India",3.03956017205,0.276128180589,"(1.67e+03,2.22e+03]"
70096,"Bhabua",1999,3000,70073,"Bihar","Member State","NO",115,"India",3.21563613057,0.299628884677,"(1.11e+03,1.67e+03]"
70097,"Bhojpur",1999,3000,70073,"Bihar","Member State","NO",115,"India",2.5763768274,0.213091764043,"(1.67e+03,2.22e+03]"
