"ADM2_CODE","ADM2_NAME","STR2_YEAR","EXP2_YEAR","ADM1_CODE","ADM1_NAME","STATUS","DISP_AREA","ADM0_CODE","ADM0_NAME","Shape_Leng","Shape_Area","LB"
17564,"Rangareddi",1000,3000,1485,"Andhra Pradesh","Member State","NO",115,"India",7.81804723624,0.64147975837,"[0,93.7]"
17565,"Srikakulam",1000,3000,1485,"Andhra Pradesh","Member State","NO",115,"India",6.42606286751,0.537746721737,"[0,93.7]"
17566,"Vishakhapatnam",1000,3000,1485,"Andhra Pradesh","Member State","NO",115,"India",9.22041102216,0.970046249221,"[0,93.7]"
17567,"Vizianagaram",1000,3000,1485,"Andhra Pradesh","Member State","NO",115,"India",7.18588376707,0.489906705226,"[0,93.7]"
17568,"Warangal",1000,3000,1485,"Andhra Pradesh","Member State","NO",115,"India",7.57581639978,1.09247486794,"[0,93.7]"
17569,"West Godavari",1000,3000,1485,"Andhra Pradesh","Member State","NO",115,"India",4.90016418069,0.657586545257,"[0,93.7]"
17576,"Barpeta",1000,3000,1487,"Assam","Member State","NO",115,"India",3.13340988465,0.293887432204,"[0,93.7]"
17577,"Cachar",1000,3000,1487,"Assam","Member State","NO",115,"India",3.78111578186,0.339163308829,"[0,93.7]"
17578,"Darrang",1000,3000,1487,"Assam","Member State","NO",115,"India",3.04934581687,0.309961730016,"[0,93.7]"
17579,"Dhuburi",1000,3000,1487,"Assam","Member State","NO",115,"India",4.41156423821,0.255028712278,"[0,93.7]"
17580,"Dibrugarh",1000,3000,1487,"Assam","Member State","NO",115,"India",3.90991536038,0.309423218071,"[0,93.7]"
17581,"Goalpara",1000,3000,1487,"Assam","Member State","NO",115,"India",3.0289988284,0.171455528187,"[0,93.7]"
17582,"Golaghat",1000,3000,1487,"Assam","Member State","NO",115,"India",5.29897645942,0.319165208053,"[0,93.7]"
17583,"Kamrup",1000,3000,1487,"Assam","Member State","NO",115,"India",5.87270989718,0.391764913679,"[0,93.7]"
17584,"Karbi Anglong",1000,3000,1487,"Assam","Member State","NO",115,"India",10.1984228764,0.940575518941,"[0,93.7]"
17585,"Karimganj",1000,3000,1487,"Assam","Member State","NO",115,"India",1.95357327069,0.165121186266,"[0,93.7]"
17589,"Nagaon",1000,3000,1487,"Assam","Member State","NO",115,"India",6.52905312652,0.36040666747,"[0,93.7]"
17590,"Nalbari",1000,3000,1487,"Assam","Member State","NO",115,"India",2.79342437602,0.211536324153,"[0,93.7]"
17591,"North Cachar Hills",1000,3000,1487,"Assam","Member State","NO",115,"India",4.27193069397,0.440350658692,"[0,93.7]"
17592,"Sibsagar",1000,3000,1487,"Assam","Member State","NO",115,"India",3.33659055664,0.239488275643,"[0,93.7]"
17593,"Sonitpur",1000,3000,1487,"Assam","Member State","NO",115,"India",4.04682557,0.423561868141,"[0,93.7]"
70086,"Bongaigaon",1000,3000,1487,"Assam","Member State","NO",115,"India",3.08632555568,0.210789496488,"[0,93.7]"
70087,"Dhemaji",1000,3000,1487,"Assam","Member State","NO",115,"India",3.51921385812,0.228443146695,"[0,93.7]"
70088,"Hailakandi",1000,3000,1487,"Assam","Member State","NO",115,"India",2.15319574243,0.118782348208,"[0,93.7]"
70089,"Jorhat",1000,3000,1487,"Assam","Member State","NO",115,"India",3.5499546061,0.257570460429,"[0,93.7]"
70090,"Kokrajhar",1000,3000,1487,"Assam","Member State","NO",115,"India",3.60938683158,0.301098429212,"[0,93.7]"
70091,"Lakhimpur",1000,3000,1487,"Assam","Member State","NO",115,"India",2.98711826475,0.262426868113,"[0,93.7]"
70092,"Marigaon",1000,3000,1487,"Assam","Member State","NO",115,"India",1.91497031198,0.140406954358,"[0,93.7]"
70093,"Tinsukia",1000,3000,1487,"Assam","Member State","NO",115,"India",3.68064362095,0.346677442011,"[0,93.7]"
17633,"Delhi",1000,3000,1489,"Delhi","Member State","NO",115,"India",2.06443050934,0.138635096676,"[0,93.7]"
70122,"North Goa",1990,3000,1490,"Goa","Member State","NO",115,"India",3.52983789883,0.142126664472,"[0,93.7]"
70123,"South Goa",1990,3000,1490,"Goa","Member State","NO",115,"India",3.38324732865,0.166974457632,"[0,93.7]"
17635,"Ahmadabad",1000,3000,1491,"Gujarat","Member State","NO",115,"India",9.5568247923,0.679144437999,"[0,93.7]"
17636,"Amreli",1000,3000,1491,"Gujarat","Member State","NO",115,"India",7.93259772072,0.637282471753,"[0,93.7]"
17637,"Banas Kantha",2000,3000,1491,"Gujarat","Member State","NO",115,"India",7.56519697311,0.943942677726,"[0,93.7]"
17638,"Bharuch",1998,3000,1491,"Gujarat","Member State","NO",115,"India",8.22454154118,0.460483090639,"[0,93.7]"
17639,"Bhavnagar",1000,3000,1491,"Gujarat","Member State","NO",115,"India",12.3712782158,0.704847668601,"[0,93.7]"
17640,"Gandhinagar",1000,3000,1491,"Gujarat","Member State","NO",115,"India",2.95391220002,0.152023434237,"[0,93.7]"
17641,"Jamnagar",1000,3000,1491,"Gujarat","Member State","NO",115,"India",17.380598573,0.945632316769,"[0,93.7]"
17642,"Junagadh",1998,3000,1491,"Gujarat","Member State","NO",115,"India",7.30102700296,0.712912111597,"[0,93.7]"
17643,"Kachchh",1000,3000,1491,"Gujarat","Member State","NO",115,"India",55.3511578108,2.45596526833,"[0,93.7]"
17644,"Kheda",1998,3000,1491,"Gujarat","Member State","NO",115,"India",4.56880283984,0.350501010597,"[0,93.7]"
17645,"Mahesana",2000,3000,1491,"Gujarat","Member State","NO",115,"India",4.86210370301,0.388156927209,"[0,93.7]"
17647,"Rajkot",1000,3000,1491,"Gujarat","Member State","NO",115,"India",10.6881272357,0.976638295083,"[0,93.7]"
17648,"Sabar Kantha",1000,3000,1491,"Gujarat","Member State","NO",115,"India",5.69940854656,0.658489394093,"[0,93.7]"
17649,"Surat",1000,3000,1491,"Gujarat","Member State","NO",115,"India",10.1549550666,0.649624247236,"[0,93.7]"
17650,"Surendranagar",1000,3000,1491,"Gujarat","Member State","NO",115,"India",8.51853172051,0.919479832747,"[0,93.7]"
17651,"The Dangs",1000,3000,1491,"Gujarat","Member State","NO",115,"India",1.87873727221,0.148477682368,"[0,93.7]"
17652,"Vadodara",1000,3000,1491,"Gujarat","Member State","NO",115,"India",7.3514160014,0.67783810783,"[0,93.7]"
17653,"Valsad",1998,3000,1491,"Gujarat","Member State","NO",115,"India",5.91227713428,0.261131313968,"[0,93.7]"
70124,"Anand",1998,3000,1491,"Gujarat","Member State","NO",115,"India",3.66293293955,0.237034394921,"[0,93.7]"
70125,"Dahod",1998,3000,1491,"Gujarat","Member State","NO",115,"India",4.68296158645,0.459792281085,"[0,93.7]"
70126,"Narmada",1998,3000,1491,"Gujarat","Member State","NO",115,"India",3.27082222072,0.224181359692,"[0,93.7]"
70127,"Navsari",1998,3000,1491,"Gujarat","Member State","NO",115,"India",5.80200668979,0.181489638976,"[0,93.7]"
70128,"Panch Mahals",1998,3000,1491,"Gujarat","Member State","NO",115,"India",5.04432951591,0.320717918401,"[0,93.7]"
70129,"Patan",2000,3000,1491,"Gujarat","Member State","NO",115,"India",6.0446307956,0.531766554568,"[0,93.7]"
70130,"Porbandar",1998,3000,1491,"Gujarat","Member State","NO",115,"India",3.87719980874,0.206158130154,"[0,93.7]"
17654,"Ambala",1994,3000,1492,"Haryana","Member State","NO",115,"India",2.95525345533,0.164479868288,"[0,93.7]"
17655,"Bhiwani",1000,3000,1492,"Haryana","Member State","NO",115,"India",3.68374892944,0.428093000565,"[0,93.7]"
17657,"Gurgaon",1000,3000,1492,"Haryana","Member State","NO",115,"India",3.91826217927,0.252756836751,"[0,93.7]"
17658,"Hisar",1998,3000,1492,"Haryana","Member State","NO",115,"India",3.94379028868,0.386878679118,"[0,93.7]"
17659,"Jind",1000,3000,1492,"Haryana","Member State","NO",115,"India",3.36808830302,0.254149464272,"[0,93.7]"
17660,"Karnal",1990,3000,1492,"Haryana","Member State","NO",115,"India",2.77367141357,0.240933126126,"[0,93.7]"
17661,"Kurukshetra",1990,3000,1492,"Haryana","Member State","NO",115,"India",2.743085594,0.17173882631,"[0,93.7]"
17662,"Mahendragarh",1990,3000,1492,"Haryana","Member State","NO",115,"India",3.59342731073,0.177958868908,"[0,93.7]"
17663,"Rohtak",1998,3000,1492,"Haryana","Member State","NO",115,"India",2.32474000215,0.155942008374,"[0,93.7]"
17664,"Sirsa",1000,3000,1492,"Haryana","Member State","NO",115,"India",3.94633673396,0.394112777621,"[0,93.7]"
17665,"Sonepat",1990,3000,1492,"Haryana","Member State","NO",115,"India",2.53085251373,0.205076184439,"[0,93.7]"
70131,"Faridabad",1000,3000,1492,"Haryana","Member State","NO",115,"India",2.67967156557,0.198649089595,"[0,93.7]"
70132,"Fatehabad",1998,3000,1492,"Haryana","Member State","NO",115,"India",2.94903140277,0.223445207005,"[0,93.7]"
70133,"Jhajjar",1998,3000,1492,"Haryana","Member State","NO",115,"India",2.99464208155,0.194834643396,"[0,93.7]"
70134,"Kaithal",1990,3000,1492,"Haryana","Member State","NO",115,"India",3.18507435051,0.214695330556,"[0,93.7]"
70135,"Panchkula",1994,3000,1492,"Haryana","Member State","NO",115,"India",1.66900769624,0.0694755221812,"[0,93.7]"
70136,"Panipat",1990,3000,1492,"Haryana","Member State","NO",115,"India",1.71302777788,0.113766544081,"[0,93.7]"
70137,"Rewari",1990,3000,1492,"Haryana","Member State","NO",115,"India",2.28031191339,0.115190260639,"[0,93.7]"
70138,"Yamuna Nagar",1990,3000,1492,"Haryana","Member State","NO",115,"India",1.91009764588,0.122342256461,"[0,93.7]"
17666,"Bilaspur",1000,3000,1493,"Himachal Pradesh","Member State","NO",115,"India",2.13032760261,0.110555008268,"[0,93.7]"
17667,"Chamba",1000,3000,1493,"Himachal Pradesh","Member State","NO",115,"India",4.93132468105,0.581802559415,"[0,93.7]"
17668,"Hamirpur",1000,3000,1493,"Himachal Pradesh","Member State","NO",115,"India",1.69328554465,0.106654240753,"[0,93.7]"
17669,"Kangra",1000,3000,1493,"Himachal Pradesh","Member State","NO",115,"India",5.08368968488,0.545261047586,"[0,93.7]"
17670,"Kinnaur",1000,3000,1493,"Himachal Pradesh","Member State","NO",115,"India",4.64215384547,0.602524767181,"[0,93.7]"
17671,"Kullu",1000,3000,1493,"Himachal Pradesh","Member State","NO",115,"India",3.7849952314,0.524580423323,"[0,93.7]"
17672,"Lahul and Spiti",1000,3000,1493,"Himachal Pradesh","Member State","NO",115,"India",7.94865428537,1.27857284817,"[0,93.7]"
17673,"Mandi",1000,3000,1493,"Himachal Pradesh","Member State","NO",115,"India",2.97345364533,0.375371473983,"[0,93.7]"
17674,"Shimla",1000,3000,1493,"Himachal Pradesh","Member State","NO",115,"India",5.08800031893,0.485694093693,"(93.7,187]"
17675,"Sirmaur",1000,3000,1493,"Himachal Pradesh","Member State","NO",115,"India",3.06058675627,0.264368798704,"[0,93.7]"
17676,"Solan",1000,3000,1493,"Himachal Pradesh","Member State","NO",115,"India",2.68999614086,0.1848126984,"[0,93.7]"
17677,"Una",1000,3000,1493,"Himachal Pradesh","Member State","NO",115,"India",2.08506758737,0.146097295282,"[0,93.7]"
17679,"Belgaum",1000,3000,1494,"Karnataka","Member State","NO",115,"India",9.3917775844,1.12651719012,"[0,93.7]"
17680,"Bellary",1997,3000,1494,"Karnataka","Member State","NO",115,"India",6.83886584297,0.708337262756,"[0,93.7]"
17681,"Bidar",1000,3000,1494,"Karnataka","Member State","NO",115,"India",4.6682529696,0.463418234971,"[0,93.7]"
17682,"Bijapur",1997,3000,1494,"Karnataka","Member State","NO",115,"India",6.23599348468,0.888709983734,"[0,93.7]"
17683,"Chikmagalur",1000,3000,1494,"Karnataka","Member State","NO",115,"India",4.97883865607,0.600026862763,"[0,93.7]"
17685,"Dakshin Kannad",1997,3000,1494,"Karnataka","Member State","NO",115,"India",4.25483671603,0.379896635794,"[0,93.7]"
17686,"Dharwad",1997,3000,1494,"Karnataka","Member State","NO",115,"India",4.03747878022,0.358696368748,"[0,93.7]"
17687,"Gulbarga",1000,3000,1494,"Karnataka","Member State","NO",115,"India",8.97881750526,1.37726305161,"[0,93.7]"
17688,"Hassan",1000,3000,1494,"Karnataka","Member State","NO",115,"India",5.52801567818,0.565800264772,"[0,93.7]"
17689,"Kodagu",1000,3000,1494,"Karnataka","Member State","NO",115,"India",3.89778200859,0.340390758262,"[0,93.7]"
17690,"Kolar",1000,3000,1494,"Karnataka","Member State","NO",115,"India",6.82655062926,0.684285324507,"[0,93.7]"
17691,"Mandya",1000,3000,1494,"Karnataka","Member State","NO",115,"India",4.42402086847,0.40978382627,"[0,93.7]"
17692,"Mysore",1997,3000,1494,"Karnataka","Member State","NO",115,"India",5.51073934174,0.523124059943,"[0,93.7]"
17693,"Raichur",1997,3000,1494,"Karnataka","Member State","NO",115,"India",4.85078126471,0.712555284955,"[0,93.7]"
17694,"Shimoga",1997,3000,1494,"Karnataka","Member State","NO",115,"India",5.89260393244,0.647171433005,"[0,93.7]"
17695,"Tumkur",1000,3000,1494,"Karnataka","Member State","NO",115,"India",9.15524907447,0.884369413307,"[0,93.7]"
17696,"Uttar Kannand",1000,3000,1494,"Karnataka","Member State","NO",115,"India",8.61203816888,0.863034480134,"[0,93.7]"
70157,"Bagalkot",1997,3000,1494,"Karnataka","Member State","NO",115,"India",5.77787617692,0.553821708242,"[0,93.7]"
70158,"Bangalore Rural",1000,3000,1494,"Karnataka","Member State","NO",115,"India",7.17711543612,0.483936585346,"[0,93.7]"
70159,"Bangalore Urban",1000,3000,1494,"Karnataka","Member State","NO",115,"India",2.77293836191,0.181516804258,"[0,93.7]"
70160,"Chamrajnagar",1997,3000,1494,"Karnataka","Member State","NO",115,"India",5.05047545129,0.469209556679,"[0,93.7]"
70161,"Chitradurga",1997,3000,1494,"Karnataka","Member State","NO",115,"India",5.78520554575,0.705669080872,"[0,93.7]"
70162,"Davanagere",1997,3000,1494,"Karnataka","Member State","NO",115,"India",5.59315442439,0.553735624588,"[0,93.7]"
70163,"Gadag",1997,3000,1494,"Karnataka","Member State","NO",115,"India",4.9027012758,0.389915233002,"[0,93.7]"
70164,"Haveri",1997,3000,1494,"Karnataka","Member State","NO",115,"India",4.07415605423,0.402374204539,"[0,93.7]"
70165,"Koppal",1997,3000,1494,"Karnataka","Member State","NO",115,"India",4.85223438507,0.468085913445,"[0,93.7]"
70166,"Udupi",1997,3000,1494,"Karnataka","Member State","NO",115,"India",4.47398736543,0.324776435144,"[0,93.7]"
17698,"Kannur",1000,3000,1495,"Kerala","Member State","NO",115,"India",3.35924043141,0.232518839455,"[0,93.7]"
17699,"Ernakulam",1000,3000,1495,"Kerala","Member State","NO",115,"India",3.65896924121,0.189370927966,"[0,93.7]"
17700,"Idukki",1000,3000,1495,"Kerala","Member State","NO",115,"India",4.86548578518,0.411327614108,"[0,93.7]"
17701,"Kasaragod",1000,3000,1495,"Kerala","Member State","NO",115,"India",2.96116993915,0.163392305268,"[0,93.7]"
17702,"Kottayam",1000,3000,1495,"Kerala","Member State","NO",115,"India",2.51478772705,0.175828846131,"[0,93.7]"
17703,"Kozhikode",1000,3000,1495,"Kerala","Member State","NO",115,"India",2.50271494528,0.188630014972,"[0,93.7]"
17704,"Malappuram",1000,3000,1495,"Kerala","Member State","NO",115,"India",3.27615968605,0.289935515184,"[0,93.7]"
17705,"Palakkad",1000,3000,1495,"Kerala","Member State","NO",115,"India",4.49404356974,0.36966611957,"[0,93.7]"
17706,"Pattanamtitta",1000,3000,1495,"Kerala","Member State","NO",115,"India",3.16094539493,0.216769167437,"[0,93.7]"
17707,"Kollam",1000,3000,1495,"Kerala","Member State","NO",115,"India",4.77243767144,0.193473465841,"[0,93.7]"
17708,"Thrissur",1000,3000,1495,"Kerala","Member State","NO",115,"India",3.2965151674,0.243594077773,"[0,93.7]"
17709,"Thiruvananthapuram",1000,3000,1495,"Kerala","Member State","NO",115,"India",2.66098068371,0.167488673983,"[0,93.7]"
17710,"Wayanad",1000,3000,1495,"Kerala","Member State","NO",115,"India",2.36995866112,0.17595334372,"[0,93.7]"
70298,"Alappuzha",1000,3000,1495,"Kerala","Member State","NO",115,"India",3.29402864428,0.1079469483,"[0,93.7]"
70167,"Kavaratti",1000,3000,1496,"Lakshadweep","Member State","NO",115,"India",1.55700119392,0.00270815328633,"[0,93.7]"
17758,"Akola",1997,3000,1498,"Maharashtra","Member State","NO",115,"India",5.0688758413,0.478227507569,"[0,93.7]"
17759,"Amravati",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",8.12082260403,1.05993787898,"[0,93.7]"
17761,"Bhandara",2000,3000,1498,"Maharashtra","Member State","NO",115,"India",5.97867809015,0.408768914337,"[0,93.7]"
17762,"Buldana",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",6.13763477097,0.831675657831,"[0,93.7]"
17763,"Chandrapur",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",5.97273892895,0.976878100255,"[0,93.7]"
17764,"Dhule",1998,3000,1498,"Maharashtra","Member State","NO",115,"India",5.43866886252,0.623029754413,"[0,93.7]"
17765,"Garhchiroli",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",8.32386763191,1.24661415317,"[0,93.7]"
17767,"Jalgaon",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",6.83576546565,1.02017384564,"[0,93.7]"
17769,"Kolhapur",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",8.16429536436,0.647767355093,"[0,93.7]"
17770,"Latur",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",4.6071550186,0.618378467839,"[0,93.7]"
17771,"Nagpur",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",5.45532822617,0.863321843057,"[0,93.7]"
17772,"Nanded",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",9.38736904533,0.909123181526,"[0,93.7]"
17773,"Nashik",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",7.70715914897,1.34096787754,"[0,93.7]"
17774,"Osmanabad",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",6.82482777967,0.644802428461,"[0,93.7]"
17776,"Pune",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",8.75242927675,1.33527723018,"[0,93.7]"
17777,"Raigarh",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",11.2601005246,0.589605758235,"[0,93.7]"
17778,"Ratnagiri",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",7.5232396745,0.720039301327,"[0,93.7]"
17779,"Sindhudurg",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",7.42718012768,0.435661253873,"[0,93.7]"
17780,"Sangli",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",8.25598608636,0.72465866448,"[0,93.7]"
17781,"Satara",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",5.69976765576,0.891484152986,"[0,93.7]"
17782,"Solapur",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",10.9728727907,1.26690159032,"[0,93.7]"
17783,"Thane",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",10.2001008683,0.81175009795,"[0,93.7]"
17784,"Wardha",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",4.35255593468,0.547360089022,"[0,93.7]"
17785,"Yavatmal",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",8.38485643625,1.16822900008,"[0,93.7]"
17786,"Aurangabad",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",6.77539118934,0.871359908923,"[0,93.7]"
70178,"Ahmednagar",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",10.5519048913,1.38595754802,"[0,93.7]"
70179,"Bid",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",7.75962073127,0.978864198584,"[0,93.7]"
70180,"Gondiya",2000,3000,1498,"Maharashtra","Member State","NO",115,"India",4.47025408135,0.403127969714,"[0,93.7]"
70181,"Hingoli",2000,3000,1498,"Maharashtra","Member State","NO",115,"India",4.42792556537,0.403499727721,"[0,93.7]"
70182,"Jalna",1000,3000,1498,"Maharashtra","Member State","NO",115,"India",6.07951538103,0.670745866646,"[0,93.7]"
70183,"Mumbai Suburban",1997,3000,1498,"Maharashtra","Member State","NO",115,"India",1.22174678755,0.0350498821483,"[0,93.7]"
70184,"Mumbai city",1997,3000,1498,"Maharashtra","Member State","NO",115,"India",0.794985134497,0.00660527511533,"[0,93.7]"
70185,"Nandurbar",1998,3000,1498,"Maharashtra","Member State","NO",115,"India",6.22655261757,0.517185903368,"[0,93.7]"
70186,"Parbhani",2000,3000,1498,"Maharashtra","Member State","NO",115,"India",5.01954264125,0.543877796186,"[0,93.7]"
70187,"Washim",1997,3000,1498,"Maharashtra","Member State","NO",115,"India",5.31894905864,0.448801369639,"[0,93.7]"
70188,"Bishnupur",1000,3000,1500,"Manipur","Member State","NO",115,"India",1.51252646275,0.0428407518206,"[0,93.7]"
70189,"Chandel",1000,3000,1500,"Manipur","Member State","NO",115,"India",2.9624461837,0.284098471847,"[0,93.7]"
70190,"Churachandpur",1000,3000,1500,"Manipur","Member State","NO",115,"India",4.13323214097,0.422689241333,"[0,93.7]"
70191,"East Imphal",1997,3000,1500,"Manipur","Member State","NO",115,"India",2.78608648681,0.0534178628907,"[0,93.7]"
70192,"Senapati",1000,3000,1500,"Manipur","Member State","NO",115,"India",6.24895629116,0.312109138903,"(93.7,187]"
70193,"Tamenglong",1000,3000,1500,"Manipur","Member State","NO",115,"India",3.98724929289,0.375155164152,"[0,93.7]"
70194,"Thoubal",1000,3000,1500,"Manipur","Member State","NO",115,"India",2.06673515447,0.0636198333609,"[0,93.7]"
70195,"Ukhrul",1000,3000,1500,"Manipur","Member State","NO",115,"India",3.46268499219,0.395062739633,"(93.7,187]"
70196,"West Imphal",1997,3000,1500,"Manipur","Member State","NO",115,"India",1.87303501034,0.0435714147689,"[0,93.7]"
17793,"East Garo Hills",1000,3000,1501,"Meghalaya","Member State","NO",115,"India",3.55946918708,0.263998578504,"[0,93.7]"
17794,"East Khasi Hills",1992,3000,1501,"Meghalaya","Member State","NO",115,"India",2.80840133947,0.258678663301,"[0,93.7]"
17795,"Jaintia Hills",1000,3000,1501,"Meghalaya","Member State","NO",115,"India",3.28866702814,0.342635504458,"[0,93.7]"
17796,"West Garo Hills",1992,3000,1501,"Meghalaya","Member State","NO",115,"India",2.88984382729,0.308518082598,"[0,93.7]"
17797,"West Khasi Hills",1000,3000,1501,"Meghalaya","Member State","NO",115,"India",3.93859031335,0.471045785768,"[0,93.7]"
70197,"Ri-Bhoi",1992,3000,1501,"Meghalaya","Member State","NO",115,"India",3.55798300425,0.214812005488,"[0,93.7]"
70198,"South Garo Hills",1992,3000,1501,"Meghalaya","Member State","NO",115,"India",2.20207555206,0.167892874204,"[0,93.7]"
17798,"Aizawl",1999,3000,1502,"Mizoram","Member State","NO",115,"India",4.25106171985,0.306032561568,"[0,93.7]"
17800,"Lunglei",1999,3000,1502,"Mizoram","Member State","NO",115,"India",3.77866958863,0.403251974181,"[0,93.7]"
70199,"Champhai",1999,3000,1502,"Mizoram","Member State","NO",115,"India",3.00942394726,0.297286214739,"(93.7,187]"
70200,"Kolasib",1999,3000,1502,"Mizoram","Member State","NO",115,"India",2.13074847313,0.119875344234,"[0,93.7]"
70201,"Lawngtlai",1000,3000,1502,"Mizoram","Member State","NO",115,"India",2.83216227477,0.18001944923,"[0,93.7]"
70202,"Mamit",1999,3000,1502,"Mizoram","Member State","NO",115,"India",3.52322586902,0.274149686078,"[0,93.7]"
70203,"Saiha",1999,3000,1502,"Mizoram","Member State","NO",115,"India",2.66524903114,0.16956665614,"[0,93.7]"
70204,"Serchhip",1999,3000,1502,"Mizoram","Member State","NO",115,"India",2.46693344,0.119929738559,"[0,93.7]"
17801,"Kohima",1998,3000,1503,"Nagaland","Member State","NO",115,"India",3.73964987221,0.26909159966,"[0,93.7]"
17802,"Mokokchung",1000,3000,1503,"Nagaland","Member State","NO",115,"India",2.33848504353,0.145346114312,"[0,93.7]"
17803,"Mon",1000,3000,1503,"Nagaland","Member State","NO",115,"India",2.45858639615,0.192861482218,"[0,93.7]"
17804,"Phek",1000,3000,1503,"Nagaland","Member State","NO",115,"India",2.49222407053,0.171047630414,"(93.7,187]"
17805,"Tuensang",1000,3000,1503,"Nagaland","Member State","NO",115,"India",3.87715103163,0.341416676954,"(93.7,187]"
17806,"Wokha",1000,3000,1503,"Nagaland","Member State","NO",115,"India",2.19581216198,0.146865977384,"[0,93.7]"
17807,"Zunheboto",1000,3000,1503,"Nagaland","Member State","NO",115,"India",2.26204835651,0.141885938931,"(93.7,187]"
70205,"Dimapur",1998,3000,1503,"Nagaland","Member State","NO",115,"India",1.70917103399,0.0780054468913,"[0,93.7]"
17809,"Cuttack",1993,3000,1504,"Orissa","Member State","NO",115,"India",5.57046705202,0.34142555345,"[0,93.7]"
17810,"Dhenkanal",1993,3000,1504,"Orissa","Member State","NO",115,"India",3.64516790753,0.38883962929,"[0,93.7]"
17811,"Ganjam",1993,3000,1504,"Orissa","Member State","NO",115,"India",6.23397879182,0.72278451226,"[0,93.7]"
