ADM2_CODE,ADM2_NAME,STR2_YEAR,EXP2_YEAR,ADM1_CODE,ADM1_NAME,STATUS,DISP_AREA,ADM0_CODE,ADM0_NAME,Shape_Leng,Shape_Area,BS
70215,Jajpur,1993,3000,1504,Orissa,Member State,NO,115,India,3.78003708,0.251999849,"(440,586]"
70216,Jharsuguda,1993,3000,1504,Orissa,Member State,NO,115,India,3.161763532,0.185181688,"(586,733]"
70217,Kandhamal,1993,3000,1504,Orissa,Member State,NO,115,India,5.650337919,0.696717996,"(293,440]"
70218,Kendrapara,1993,3000,1504,Orissa,Member State,NO,115,India,5.284857809,0.214334082,"(440,586]"
70219,Khordha,1993,3000,1504,Orissa,Member State,NO,115,India,5.529130581,0.238050295,"(440,586]"
70220,Malkangiri,1993,3000,1504,Orissa,Member State,NO,115,India,4.438835254,0.498169015,"(293,440]"
70221,Nabarangpur,1993,3000,1504,Orissa,Member State,NO,115,India,4.643118471,0.45703262,"(586,733]"
70222,Nayagarh,1993,3000,1504,Orissa,Member State,NO,115,India,3.836138549,0.337027317,"(586,733]"
70223,Nuapada,1993,3000,1504,Orissa,Member State,NO,115,India,3.674744969,0.335101998,"(293,440]"
70224,Rayagada,1993,3000,1504,Orissa,Member State,NO,115,India,6.664398331,0.634703867,"(586,733]"
70225,Sonepur,1993,3000,1504,Orissa,Member State,NO,115,India,3.033559597,0.205063532,"(586,733]"
17821,Amritsar,1000,3000,1505,Punjab,Member State,NO,115,India,3.693475834,0.460238782,"[0,147]"
17822,Bathinda,1995,3000,1505,Punjab,Member State,NO,115,India,3.889555381,0.314977436,"[0,147]"
17825,Firozpur,1000,3000,1505,Punjab,Member State,NO,115,India,5.747506805,0.487046032,"[0,147]"
17826,Gurdaspur,1000,3000,1505,Punjab,Member State,NO,115,India,4.094306614,0.334534653,"[0,147]"
17827,Hoshiarpur,1995,3000,1505,Punjab,Member State,NO,115,India,3.757430059,0.31942871,"[0,147]"
17828,Jalandhar,1000,3000,1505,Punjab,Member State,NO,115,India,3.9424962,0.246354596,"[0,147]"
17829,Kapurthala,1000,3000,1505,Punjab,Member State,NO,115,India,3.963252836,0.157151352,"[0,147]"
17830,Ludhiana,1000,3000,1505,Punjab,Member State,NO,115,India,3.610358008,0.336473815,"[0,147]"
17831,Patiala,1992,3000,1505,Punjab,Member State,NO,115,India,6.19063839,0.348136347,"[0,147]"
17832,Rupnagar,1992,3000,1505,Punjab,Member State,NO,115,India,4.050833309,0.197666201,"[0,147]"
17833,Sangrur,1000,3000,1505,Punjab,Member State,NO,115,India,4.984785346,0.476774428,"[0,147]"
70230,Faridkot,1996,3000,1505,Punjab,Member State,NO,115,India,2.166906027,0.13618228,"[0,147]"
70231,Fatehgarh Sahib,1992,3000,1505,Punjab,Member State,NO,115,India,2.646212241,0.110392063,"[0,147]"
70232,Mansa,1995,3000,1505,Punjab,Member State,NO,115,India,3.071737958,0.206164523,"[0,147]"
70233,Moga,1996,3000,1505,Punjab,Member State,NO,115,India,2.519262793,0.216932714,"[0,147]"
70234,Muktsar,1995,3000,1505,Punjab,Member State,NO,115,India,3.218357125,0.243697856,"[0,147]"
70235,Nawan Shehar,1995,3000,1505,Punjab,Member State,NO,115,India,2.295657711,0.122539974,"[0,147]"
17834,Ajmer,1000,3000,1506,Rajasthan,Member State,NO,115,India,7.23556665,0.781202908,"[0,147]"
17835,Alwar,1000,3000,1506,Rajasthan,Member State,NO,115,India,7.583410889,0.757897389,"[0,147]"
17836,Banswara,1000,3000,1506,Rajasthan,Member State,NO,115,India,3.642668422,0.445828156,"[0,147]"
17837,Barmer,1000,3000,1506,Rajasthan,Member State,NO,115,India,9.74367742,2.551789979,"[0,147]"
17838,Bharatpur,1990,3000,1506,Rajasthan,Member State,NO,115,India,6.173368258,0.460271748,"[0,147]"
17839,Bhilwara,1000,3000,1506,Rajasthan,Member State,NO,115,India,6.668918811,0.938017679,"[0,147]"
17840,Bikaner,1000,3000,1506,Rajasthan,Member State,NO,115,India,9.993847547,2.475846038,"[0,147]"
17841,Bundi,1000,3000,1506,Rajasthan,Member State,NO,115,India,4.113960612,0.500325458,"[0,147]"
17842,Chittaurgarh,1000,3000,1506,Rajasthan,Member State,NO,115,India,11.06703208,0.945358214,"[0,147]"
17843,Churu,1000,3000,1506,Rajasthan,Member State,NO,115,India,8.533391318,1.568387934,"[0,147]"
17844,Dhaulpur,1990,3000,1506,Rajasthan,Member State,NO,115,India,3.592473893,0.274339432,"[0,147]"
17845,Dungarpur,1000,3000,1506,Rajasthan,Member State,NO,115,India,3.327456052,0.334413505,"[0,147]"
17846,Ganganagar,1998,3000,1506,Rajasthan,Member State,NO,115,India,6.576088857,1.080776564,"[0,147]"
17847,Jaipur,1996,3000,1506,Rajasthan,Member State,NO,115,India,7.26867362,1.022298596,"[0,147]"
17848,Jaisalmer,1000,3000,1506,Rajasthan,Member State,NO,115,India,11.49189188,3.519056099,"[0,147]"
17849,Jalor,1000,3000,1506,Rajasthan,Member State,NO,115,India,6.720607601,0.957933354,"[0,147]"
17850,Jhalawar,1000,3000,1506,Rajasthan,Member State,NO,115,India,6.730006588,0.555818674,"[0,147]"
17851,Jhunjhunun,1000,3000,1506,Rajasthan,Member State,NO,115,India,4.51722278,0.542941569,"[0,147]"
17852,Jodhpur,1000,3000,1506,Rajasthan,Member State,NO,115,India,9.484178149,2.068892616,"[0,147]"
17853,Kota,1991,3000,1506,Rajasthan,Member State,NO,115,India,6.107466172,0.49261338,"[0,147]"
17854,Nagaur,1000,3000,1506,Rajasthan,Member State,NO,115,India,8.572360023,1.605523735,"[0,147]"
17855,Pali,1000,3000,1506,Rajasthan,Member State,NO,115,India,7.90851787,1.108378798,"[0,147]"
17856,Sawai Madhopur,1997,3000,1506,Rajasthan,Member State,NO,115,India,4.755930837,0.421744221,"[0,147]"
17857,Sikar,1000,3000,1506,Rajasthan,Member State,NO,115,India,6.381321199,0.702409306,"[0,147]"
17858,Sirohi,1000,3000,1506,Rajasthan,Member State,NO,115,India,4.021757216,0.458356339,"[0,147]"
17859,Tonk,1000,3000,1506,Rajasthan,Member State,NO,115,India,6.000837393,0.653469629,"[0,147]"
17860,Udaipur,1996,3000,1506,Rajasthan,Member State,NO,115,India,7.871370345,1.13140984,"(147,293]"
70236,Baran,1991,3000,1506,Rajasthan,Member State,NO,115,India,5.70737286,0.610189817,"[0,147]"
70237,Dausa,1996,3000,1506,Rajasthan,Member State,NO,115,India,4.321984912,0.32603723,"[0,147]"
70238,Hanumangarh,1998,3000,1506,Rajasthan,Member State,NO,115,India,7.156515652,0.826104942,"[0,147]"
70239,Karauli,1997,3000,1506,Rajasthan,Member State,NO,115,India,4.568023057,0.469274565,"[0,147]"
70240,Rajsamand,1996,3000,1506,Rajasthan,Member State,NO,115,India,5.257091913,0.411272545,"(147,293]"
17861,East,1000,3000,1507,Sikkim,Member State,NO,115,India,1.389069838,0.09256818,"[0,147]"
17862,North Sikkim,1000,3000,1507,Sikkim,Member State,NO,115,India,2.92332798,0.388097769,"[0,147]"
17863,South Sikkim,1000,3000,1507,Sikkim,Member State,NO,115,India,1.516258686,0.06670125,"(147,293]"
17864,West Sikkim,1000,3000,1507,Sikkim,Member State,NO,115,India,1.643158772,0.106675661,"[0,147]"
17866,Thoothukudi,1000,3000,1508,Tamil Nadu,Member State,NO,115,India,4.374897921,0.389137645,"(293,440]"
17867,Coimbatore,1000,3000,1508,Tamil Nadu,Member State,NO,115,India,5.593131072,0.612298711,"(293,440]"
17868,Dharmapuri,1000,3000,1508,Tamil Nadu,Member State,NO,115,India,5.990820129,0.801691619,"[0,147]"
17869,Virudhunagar,1000,3000,1508,Tamil Nadu,Member State,NO,115,India,4.514609609,0.353163068,"(293,440]"
17870,Kanniyakumari,1000,3000,1508,Tamil Nadu,Member State,NO,115,India,2.129483761,0.130661789,"(440,586]"
17873,Nilgiris,1000,3000,1508,Tamil Nadu,Member State,NO,115,India,2.81492256,0.210944085,"(147,293]"
17875,Erode,1000,3000,1508,Tamil Nadu,Member State,NO,115,India,7.074709944,0.677012369,"(147,293]"
17876,Pudukkottai,1000,3000,1508,Tamil Nadu,Member State,NO,115,India,5.356079835,0.387176357,"[0,147]"
17877,Dindigul,1000,3000,1508,Tamil Nadu,Member State,NO,115,India,5.268969363,0.500039771,"(147,293]"
17878,Ramanathapuram,1000,3000,1508,Tamil Nadu,Member State,NO,115,India,6.469355054,0.350762859,"(293,440]"
17879,Salem,1997,3000,1508,Tamil Nadu,Member State,NO,115,India,5.782926937,0.431988831,"[0,147]"
17881,Thanjavur,1997,3000,1508,Tamil Nadu,Member State,NO,115,India,5.241094633,0.280270023,"[0,147]"
17882,Sivaganga,1000,3000,1508,Tamil Nadu,Member State,NO,115,India,5.635956067,0.335222974,"(147,293]"
17883,Tiruchchirappalli,1996,3000,1508,Tamil Nadu,Member State,NO,115,India,6.671817594,0.372450947,"[0,147]"
17884,Tirunelveli Kattabo,1000,3000,1508,Tamil Nadu,Member State,NO,115,India,5.408536193,0.55659731,"(440,586]"
70241,Ariyalur,2000,3000,1508,Tamil Nadu,Member State,NO,115,India,2.240308416,0.161429228,"[0,147]"
70242,Chennai,1000,3000,1508,Tamil Nadu,Member State,NO,115,India,0.743297183,0.016324484,"[0,147]"
70243,Cuddalore,1994,3000,1508,Tamil Nadu,Member State,NO,115,India,4.042937932,0.316479117,"[0,147]"
70244,Kancheepuram,1999,3000,1508,Tamil Nadu,Member State,NO,115,India,3.924608316,0.389010152,"[0,147]"
70245,Karur,1996,3000,1508,Tamil Nadu,Member State,NO,115,India,3.926363139,0.238860504,"[0,147]"
70246,Madurai,1997,3000,1508,Tamil Nadu,Member State,NO,115,India,4.390356373,0.304005357,"(147,293]"
70247,Nagapattinam,1997,3000,1508,Tamil Nadu,Member State,NO,115,India,5.46473354,0.406509471,"[0,147]"
70248,Namakkal,1997,3000,1508,Tamil Nadu,Member State,NO,115,India,3.494900941,0.281601795,"[0,147]"
70249,Perambalur,2000,3000,1508,Tamil Nadu,Member State,NO,115,India,2.514429355,0.145065756,"[0,147]"
70250,Theni,1997,3000,1508,Tamil Nadu,Member State,NO,115,India,2.888472419,0.234535578,"(293,440]"
70251,Thiruvallur,1999,3000,1508,Tamil Nadu,Member State,NO,115,India,5.26775872,0.270349132,"[0,147]"
70253,Tiruvannamalai,1990,3000,1508,Tamil Nadu,Member State,NO,115,India,5.956931908,0.514078547,"[0,147]"
70254,Vellore,1990,3000,1508,Tamil Nadu,Member State,NO,115,India,6.274513056,0.50516867,"[0,147]"
70255,Villupuram,1994,3000,1508,Tamil Nadu,Member State,NO,115,India,6.633255053,0.60588745,"[0,147]"
17885,North Tripura,1995,3000,1509,Tripura,Member State,NO,115,India,2.864646666,0.186966372,"(440,586]"
17886,South Tripura,1995,3000,1509,Tripura,Member State,NO,115,India,3.171354774,0.284095581,"(440,586]"
17887,West Tripura,1000,3000,1509,Tripura,Member State,NO,115,India,3.453421097,0.2687125,"(440,586]"
70256,Dhalai,1995,3000,1509,Tripura,Member State,NO,115,India,2.523607785,0.194641149,"(440,586]"
17945,Bankura,1000,3000,1511,West Bengal,Member State,NO,115,India,4.355298162,0.614051851,"(293,440]"
17946,Barddhaman,1000,3000,1511,West Bengal,Member State,NO,115,India,6.489202082,0.622122856,"(293,440]"
17947,Birbhum,1000,3000,1511,West Bengal,Member State,NO,115,India,5.443678956,0.404091403,"(293,440]"
17948,Darjiling,1000,3000,1511,West Bengal,Member State,NO,115,India,3.952661992,0.284984991,"(147,293]"
17949,Haora,1000,3000,1511,West Bengal,Member State,NO,115,India,2.31179395,0.128935568,"(293,440]"
17950,Hugli,1000,3000,1511,West Bengal,Member State,NO,115,India,4.090257105,0.277390489,"(440,586]"
17951,Jalpaiguri,1000,3000,1511,West Bengal,Member State,NO,115,India,5.010757865,0.561142281,"(147,293]"
17952,Kochbihar,1000,3000,1511,West Bengal,Member State,NO,115,India,5.684965426,0.304248654,"(147,293]"
17953,Maldah,1000,3000,1511,West Bengal,Member State,NO,115,India,3.95882264,0.320671847,"(293,440]"
17955,Murshidabad,1000,3000,1511,West Bengal,Member State,NO,115,India,5.045865387,0.485235842,"(293,440]"
17956,Nadia,1000,3000,1511,West Bengal,Member State,NO,115,India,5.328619238,0.352302507,"(440,586]"
17957,Puruliya,1000,3000,1511,West Bengal,Member State,NO,115,India,5.147793942,0.552180234,"(147,293]"
70290,Dakshin Dinajpur,1992,3000,1511,West Bengal,Member State,NO,115,India,2.789029484,0.188647787,"(147,293]"
70291,East Midnapore,2002,3000,1511,West Bengal,Member State,NO,115,India,4.285319469,0.352830059,"(293,440]"
70292,Kolkata,1000,3000,1511,West Bengal,Member State,NO,115,India,0.473324786,0.008043255,"(293,440]"
70293,North 24 Parganas,1000,3000,1511,West Bengal,Member State,NO,115,India,23.40662375,0.525736105,"(440,586]"
70294,South 24 Parganas,1000,3000,1511,West Bengal,Member State,NO,115,India,15.949455,0.480468385,"(293,440]"
70295,Uttar Dinajpur,1992,3000,1511,West Bengal,Member State,NO,115,India,5.181133084,0.30169364,"(147,293]"
70296,West Midnapore,2002,3000,1511,West Bengal,Member State,NO,115,India,6.406894278,0.824481211,"(293,440]"
17571,East Siang,1000,3000,70072,Arunachal Pradesh,Member State,NO,115,India,1.921168448,0.086750815,"[0,147]"
17572,Lohit,1000,3000,70072,Arunachal Pradesh,Member State,NO,115,India,3.825984475,0.500894228,"[0,147]"
17573,Lower Subansiri,1000,3000,70072,Arunachal Pradesh,Member State,NO,115,India,0.192704887,0.00180466,"(147,293]"
17574,Tirap,1000,3000,70072,Arunachal Pradesh,Member State,NO,115,India,2.359322361,0.195296526,"(293,440]"
17575,West Siang,1000,3000,70072,Arunachal Pradesh,Member State,NO,115,India,1.176879687,0.007557934,"(293,440]"
70083,Changlang,1000,3000,70072,Arunachal Pradesh,Member State,NO,115,India,5.265545609,0.458908273,"(147,293]"
70084,Lower Dibang Valley,1000,3000,70072,Arunachal Pradesh,Member State,NO,115,India,1.997116957,0.135801023,"(147,293]"
70085,Papum Pare,1000,3000,70072,Arunachal Pradesh,Member State,NO,115,India,0.811394684,0.00260088,"(147,293]"
17594,Aurangabad,1000,3000,70073,Bihar,Member State,NO,115,India,3.300600262,0.293012523,"[0,147]"
17595,Begusarai,1000,3000,70073,Bihar,Member State,NO,115,India,3.306423088,0.174116531,"(293,440]"
17596,Bhagalpur,1999,3000,70073,Bihar,Member State,NO,115,India,3.407053728,0.22945538,"[0,147]"
17598,Darbhanga,1000,3000,70073,Bihar,Member State,NO,115,India,3.518206072,0.206603202,"(147,293]"
17601,Gaya,1000,3000,70073,Bihar,Member State,NO,115,India,5.274189116,0.442991402,"[0,147]"
17604,Gopalganj,1000,3000,70073,Bihar,Member State,NO,115,India,3.138244873,0.18469326,"(147,293]"
17607,Jehanabad,1000,3000,70073,Bihar,Member State,NO,115,India,3.134297693,0.14372013,"[0,147]"
17608,Katihar,1000,3000,70073,Bihar,Member State,NO,115,India,4.190792147,0.275051319,"(293,440]"
17609,Khagaria,1000,3000,70073,Bihar,Member State,NO,115,India,2.603088721,0.133923156,"(147,293]"
17611,Madhubani,1000,3000,70073,Bihar,Member State,NO,115,India,4.097689201,0.312204617,"(147,293]"
17612,Madhepura,1000,3000,70073,Bihar,Member State,NO,115,India,3.046968148,0.16549536,"(147,293]"
17613,Muzaffarpur,1000,3000,70073,Bihar,Member State,NO,115,India,3.763824541,0.287645857,"(293,440]"
17614,Munger,1999,3000,70073,Bihar,Member State,NO,115,India,2.234641209,0.122690928,"[0,147]"
17615,Nalanda,1000,3000,70073,Bihar,Member State,NO,115,India,3.301994194,0.209367377,"[0,147]"
17616,Nawada,1000,3000,70073,Bihar,Member State,NO,115,India,3.265467103,0.221957227,"[0,147]"
17618,Pashchim Champaran,1000,3000,70073,Bihar,Member State,NO,115,India,4.229213727,0.477832113,"[0,147]"
17619,Patna,1000,3000,70073,Bihar,Member State,NO,115,India,4.965243793,0.287694067,"[0,147]"
17620,Purba Champaran,1000,3000,70073,Bihar,Member State,NO,115,India,3.955247286,0.36162057,"(293,440]"
17621,Purnia,1000,3000,70073,Bihar,Member State,NO,115,India,3.924743509,0.292200498,"(293,440]"
17623,Rohtas,1999,3000,70073,Bihar,Member State,NO,115,India,3.658742526,0.345875445,"[0,147]"
17624,Saharsa,1999,3000,70073,Bihar,Member State,NO,115,India,2.61061353,0.152042762,"(147,293]"
17626,Samastipur,1000,3000,70073,Bihar,Member State,NO,115,India,4.12413735,0.261497567,"(293,440]"
17628,Saran,1000,3000,70073,Bihar,Member State,NO,115,India,2.947762551,0.238300312,"(147,293]"
17630,Sitamarhi,1999,3000,70073,Bihar,Member State,NO,115,India,3.302823085,0.187699711,"(147,293]"
17631,Siwan,1000,3000,70073,Bihar,Member State,NO,115,India,2.818595802,0.200914617,"(147,293]"
17632,Vaishali,1000,3000,70073,Bihar,Member State,NO,115,India,2.265586892,0.180825066,"(293,440]"
70094,Araria,1000,3000,70073,Bihar,Member State,NO,115,India,3.274622476,0.254675322,"(147,293]"
70095,Banka,1999,3000,70073,Bihar,Member State,NO,115,India,3.039560172,0.276128181,"[0,147]"
70096,Bhabua,1999,3000,70073,Bihar,Member State,NO,115,India,3.215636131,0.299628885,"[0,147]"
70097,Bhojpur,1999,3000,70073,Bihar,Member State,NO,115,India,2.576376827,0.213091764,"[0,147]"
70098,Buxar,1999,3000,70073,Bihar,Member State,NO,115,India,2.488599741,0.153517203,"[0,147]"
70099,Jamui,1999,3000,70073,Bihar,Member State,NO,115,India,3.453899116,0.275234648,"[0,147]"
70100,Kishanganj,1000,3000,70073,Bihar,Member State,NO,115,India,3.371527198,0.174358967,"(147,293]"
70101,Lakhisarai,1999,3000,70073,Bihar,Member State,NO,115,India,2.062589326,0.119663188,"[0,147]"
70102,Sheikhpura,1999,3000,70073,Bihar,Member State,NO,115,India,1.504596173,0.054075158,"[0,147]"
70103,Sheohar,1999,3000,70073,Bihar,Member State,NO,115,India,1.409722104,0.052014013,"[0,147]"
70104,Supaul,1999,3000,70073,Bihar,Member State,NO,115,India,3.112703311,0.216358418,"(147,293]"
17823,Chandigarh,1000,3000,70074,Chandigarh,Member State,NO,115,India,0.514104179,0.011125493,"[0,147]"
17724,Durg,1000,3000,70075,Chhattisgarh,Member State,NO,115,India,6.710031797,0.749173931,"[0,147]"
70105,Bastar,1998,3000,70075,Chhattisgarh,Member State,NO,115,India,8.084599532,1.285926777,"(147,293]"
70106,Bilaspur,1998,3000,70075,Chhattisgarh,Member State,NO,115,India,5.648895648,0.731110536,"[0,147]"
70107,Dantewada,1998,3000,70075,Chhattisgarh,Member State,NO,115,India,7.360868275,1.457832739,"(293,440]"
70108,Dhamtari,1998,3000,70075,Chhattisgarh,Member State,NO,115,India,3.658043573,0.351946964,"(147,293]"
70109,Janjgir-Champa,1998,3000,70075,Chhattisgarh,Member State,NO,115,India,3.451687639,0.338696695,"(147,293]"
70110,Jashpur,1998,3000,70075,Chhattisgarh,Member State,NO,115,India,4.370497894,0.512171126,"(147,293]"
70111,Kanker,1998,3000,70075,Chhattisgarh,Member State,NO,115,India,5.828534002,0.618346161,"[0,147]"
70112,Kawardha,1998,3000,70075,Chhattisgarh,Member State,NO,115,India,3.455749993,0.369499585,"[0,147]"
70113,Korba,1998,3000,70075,Chhattisgarh,Member State,NO,115,India,4.333448798,0.580187166,"[0,147]"
70114,Koriya,1998,3000,70075,Chhattisgarh,Member State,NO,115,India,4.68293623,0.586595237,"[0,147]"
70115,Mahasamund,1998,3000,70075,Chhattisgarh,Member State,NO,115,India,4.486837173,0.413523598,"(147,293]"
70116,Raipur,1998,3000,70075,Chhattisgarh,Member State,NO,115,India,9.385553688,1.082017248,"(147,293]"
70117,Raj Nandgaon,1998,3000,70075,Chhattisgarh,Member State,NO,115,India,6.372804896,0.700864063,"[0,147]"
70118,Surguja,1998,3000,70075,Chhattisgarh,Member State,NO,115,India,7.312296991,1.392276734,"[0,147]"
70297,Raigarh,1000,3000,70075,Chhattisgarh,Member State,NO,115,India,6.001470154,0.619918145,"(147,293]"
70119,Dadra and Nagar Haveli,1000,3000,70076,Dadra and Nagar Haveli,Member State,NO,115,India,1.676937938,0.042478136,"[0,147]"
70120,Daman,1000,3000,70077,Daman and Diu,Member State,NO,115,India,0.349974104,0.001410441,"[0,147]"
70121,Junagadh,1000,3000,70077,Daman and Diu,Member State,NO,115,India,1.847535485,0.046943233,"[0,147]"
17600,Deoghar,1000,3000,70078,Jharkhand,Member State,NO,115,India,2.720105116,0.217136567,"[0,147]"
17603,Godda,1000,3000,70078,Jharkhand,Member State,NO,115,India,2.557730754,0.200265317,"[0,147]"
17610,Lohardaga,1000,3000,70078,Jharkhand,Member State,NO,115,India,2.147708687,0.13256159,"(147,293]"
17622,Ranchi,1000,3000,70078,Jharkhand,Member State,NO,115,India,5.477751809,0.675369494,"[0,147]"
70139,Bokaro,1999,3000,70078,Jharkhand,Member State,NO,115,India,3.830542823,0.254061025,"[0,147]"
70140,Chatra,1999,3000,70078,Jharkhand,Member State,NO,115,India,4.347481147,0.333825384,"(147,293]"
70141,Dhanbad,1000,3000,70078,Jharkhand,Member State,NO,115,India,2.16673191,0.184664701,"(147,293]"
70142,Dumka,2001,3000,70078,Jharkhand,Member State,NO,115,India,3.582177958,0.335716019,"(147,293]"
70143,Garhwa,1999,3000,70078,Jharkhand,Member State,NO,115,India,3.55619878,0.362168406,"[0,147]"
70144,Giridih,1999,3000,70078,Jharkhand,Member State,NO,115,India,4.073199307,0.44437141,"(147,293]"
70145,Gumla,2001,3000,70078,Jharkhand,Member State,NO,115,India,4.895565851,0.472904473,"(147,293]"
70146,Hazaribag,1999,3000,70078,Jharkhand,Member State,NO,115,India,6.619038638,0.546616372,"(147,293]"
70147,Jamtara,2001,3000,70078,Jharkhand,Member State,NO,115,India,2.88556721,0.1601104,"(147,293]"
70148,Koderma,1999,3000,70078,Jharkhand,Member State,NO,115,India,2.271895377,0.117810954,"[0,147]"
70149,Latehar,2001,3000,70078,Jharkhand,Member State,NO,115,India,4.406309979,0.377590578,"(147,293]"
70150,Pakur,1999,3000,70078,Jharkhand,Member State,NO,115,India,2.779503444,0.161762806,"(147,293]"
70151,Palamu,2001,3000,70078,Jharkhand,Member State,NO,115,India,4.073581647,0.395945696,"[0,147]"
70152,Pashchim Singhbhum,2001,3000,70078,Jharkhand,Member State,NO,115,India,4.745507524,0.634236366,"(147,293]"
70153,Purba Singhbhum,1990,3000,70078,Jharkhand,Member State,NO,115,India,3.830862072,0.314166042,"(293,440]"
70154,Sahibganj,1999,3000,70078,Jharkhand,Member State,NO,115,India,2.575143631,0.196645348,"(147,293]"
70155,Saraikela Kharsawan,2001,3000,70078,Jharkhand,Member State,NO,115,India,3.256957993,0.233440329,"(147,293]"
70156,Simdega,2001,3000,70078,Jharkhand,Member State,NO,115,India,3.577872338,0.332923125,"(147,293]"
17712,Balaghat,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,6.110039104,0.808228376,"[0,147]"
17714,Betul,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,6.270482423,0.879822842,"[0,147]"
17715,Bhind,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,4.811960649,0.40468223,"[0,147]"
17716,Bhopal,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,3.151422603,0.240575777,"[0,147]"
17718,Chhatarpur,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,7.985419402,0.777957074,"[0,147]"
17719,Chhindwara,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,6.785359392,1.033310854,"[0,147]"
17720,Damoh,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.349246845,0.651587858,"[0,147]"
17721,Datia,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,3.342473761,0.227127695,"[0,147]"
17722,Dewas,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,6.931284764,0.611638834,"[0,147]"
17723,Dhar,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.303319863,0.713903812,"[0,147]"
17725,East Nimar,2004,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.318861779,0.65084056,"[0,147]"
17726,Guna,2004,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.875735003,0.561169864,"[0,147]"
17727,Gwalior,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,3.329700512,0.413133514,"[0,147]"
17728,Hoshangabad,1998,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.068155549,0.589149108,"[0,147]"
17729,Indore,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,4.184797908,0.343563426,"[0,147]"
17730,Jabalpur,1998,3000,70079,Madhya Pradesh,Member State,NO,115,India,4.610028016,0.353782679,"[0,147]"
17731,Jhabua,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.991293055,0.593560042,"[0,147]"
17732,Mandla,1998,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.267205415,0.595051297,"[0,147]"
17733,Mandsaur,1998,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.188074698,0.500490115,"[0,147]"
17734,Morena,1998,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.576142155,0.451000378,"[0,147]"
17735,Narsinghpur,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,4.617126568,0.452914825,"[0,147]"
17736,Panna,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.966687728,0.633277161,"[0,147]"
17739,Raisen,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,6.581322939,0.749433673,"[0,147]"
17741,Rajgarh,1998,3000,70079,Madhya Pradesh,Member State,NO,115,India,4.166250665,0.542508723,"[0,147]"
17742,Ratlam,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,4.836362339,0.425765973,"[0,147]"
17743,Rewa,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.40443855,0.563575119,"[0,147]"
17744,Sagar,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,8.346951533,0.908707647,"[0,147]"
17745,Satna,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,7.53810801,0.668484796,"(147,293]"
17746,Sehore,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,7.333192593,0.578033666,"[0,147]"
17747,Seoni,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,6.20268976,0.767535467,"[0,147]"
17748,Shahdol,2004,3000,70079,Madhya Pradesh,Member State,NO,115,India,7.113834679,0.73515045,"[0,147]"
17749,Shajapur,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,6.405871651,0.556546536,"[0,147]"
17750,Shivpuri,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,6.904320641,0.938724397,"[0,147]"
17751,Sidhi,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.641037683,0.939180594,"(147,293]"
17753,Tikamgarh,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,6.731341512,0.453041896,"[0,147]"
17754,Ujjain,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,6.165631817,0.537011056,"[0,147]"
17755,Vidisha,1000,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.561473285,0.647503444,"[0,147]"
17756,West Nimar,1998,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.966678226,0.703133271,"[0,147]"
70168,Anuppur,2004,3000,70079,Madhya Pradesh,Member State,NO,115,India,2.673415503,0.178624622,"[0,147]"
70169,Ashoknagar,2004,3000,70079,Madhya Pradesh,Member State,NO,115,India,3.732844942,0.421155943,"[0,147]"
70170,Barwani,1998,3000,70079,Madhya Pradesh,Member State,NO,115,India,4.412456167,0.473719721,"[0,147]"
